"Year","Subyear","Area","Age","Catch"
1895,3,4,1,8.17488759496557
1896,3,4,1,20.813278400683
1897,3,4,1,27.0056069675181
1898,3,4,1,25.1040016871032
1899,3,4,1,25.0663193331234
1900,3,4,1,18.2916608545249
1901,3,4,1,17.5300668590255
1902,3,4,1,11.9980871173263
1903,3,4,1,26.3655677489081
1904,3,4,1,22.1702026791373
1905,3,4,1,26.68472388981
1906,3,4,1,34.8197108935913
1907,3,4,1,18.2393898834326
1908,3,4,1,16.1891664450052
1909,3,4,1,14.4312055279429
1910,3,4,1,13.0598654363417
1911,3,4,1,12.3154123125355
1912,3,4,1,14.7503109377387
1913,3,4,1,22.1353032819519
1914,3,4,1,30.397416245704
1915,3,4,1,24.4621916982494
1916,3,4,1,12.2460824964309
1917,3,4,1,17.72043804215
1918,3,4,1,14.4404581176292
1919,3,4,1,14.4326873623847
1920,3,4,1,19.973351283722
1921,3,4,1,19.3836175581482
1922,3,4,1,16.4557026808687
1923,3,4,1,14.9750247514931
1924,3,4,1,16.5882066517826
1925,3,4,1,10.9379145131864
1926,3,4,1,11.9849094834037
1927,3,4,1,23.1695652965642
1928,3,4,1,24.0602127754439
1929,3,4,1,20.5807940094878
1930,3,4,1,25.4471750871244
1931,3,4,1,20.9287037644517
1932,3,4,1,15.1863073106798
1933,3,4,1,16.5285511581837
1934,3,4,1,10.4133682871506
1935,3,4,1,8.90305992692412
1936,3,4,1,16.6268858999361
1937,3,4,1,20.860666722157
1938,3,4,1,10.6530293202357
1939,3,4,1,9.51147165863973
1940,3,4,1,9.58603349288434
1941,3,4,1,9.53195719241302
1942,3,4,1,9.76919011783676
1943,3,4,1,21.7571524407226
1944,3,4,1,14.4436653904696
1945,3,4,1,11.1502549561333
1946,3,4,1,17.5568279492071
1947,3,4,1,13.9357778577188
1948,3,4,1,12.4455845815823
1949,3,4,1,19.9697527358115
1864,4,4,1,8.79895491598725
1865,4,4,1,7.43616857192747
1866,4,4,1,6.37260679032087
1867,4,4,1,15.0820447346956
1868,4,4,1,12.2062337725409
1869,4,4,1,16.1700202358329
1870,4,4,1,14.6695154739076
1871,4,4,1,32.3037328887739
1872,4,4,1,35.3704716575148
1873,4,4,1,31.1919696609144
1874,4,4,1,28.2685832453153
1875,4,4,1,28.2175832429775
1876,4,4,1,52.2108565450164
1877,4,4,1,43.9707290914694
1878,4,4,1,47.7407891920901
1879,4,4,1,31.1765407793407
1880,4,4,1,54.7595310300809
1881,4,4,1,81.0815344027698
1882,4,4,1,38.4224443605968
1883,4,4,1,34.7214275844407
1884,4,4,1,21.307948269194
1885,4,4,1,33.414870123825
1886,4,4,1,36.5462702673711
1887,4,4,1,36.1943518396865
1888,4,4,1,12.0774633695261
1889,4,4,1,10.6463333400229
1890,4,4,1,29.2833175878605
1891,4,4,1,5.60035260329551
1892,4,4,1,11.6021507123583
1893,4,4,1,20.9320579992552
1894,4,4,1,11.1968756035274
1895,4,4,1,13.7881175995685
1896,4,4,1,35.1045720063365
1897,4,4,1,45.5488201385397
1898,4,4,1,42.3414907496356
1899,4,4,1,42.2779340680218
1900,4,4,1,30.8515032193143
1901,4,4,1,29.5669659763145
1902,4,4,1,20.0095287150884
1903,4,4,1,41.9067571556998
1904,4,4,1,35.1753091936947
1905,4,4,1,44.6056699147994
1906,4,4,1,55.9576444424042
1907,4,4,1,26.144442353719
1908,4,4,1,20.9814377849124
1909,4,4,1,17.4056563935585
1910,4,4,1,13.07603236837
1911,4,4,1,14.3156822446912
1912,4,4,1,14.7995378625394
1913,4,4,1,24.3041339661085
1914,4,4,1,32.6267451779493
1915,4,4,1,25.1712444751717
1916,4,4,1,7.78558302837815
1917,4,4,1,12.9900135918636
1918,4,4,1,5.03618579043
1919,4,4,1,7.76761335246416
1920,4,4,1,13.9293342125402
1921,4,4,1,7.40236496026958
1922,4,4,1,5.01678001336713
1923,4,4,1,5.374811076711
1924,4,4,1,5.74941253792638
1925,4,4,1,3.49300304820899
1926,4,4,1,4.33503702182662
1927,4,4,1,9.7214105539413
1928,4,4,1,13.5430966497084
1929,4,4,1,6.38291726010759
1930,4,4,1,8.63877440322927
1931,4,4,1,8.29190074111889
1932,4,4,1,9.08271377376035
1933,4,4,1,8.96112387648981
1934,4,4,1,4.5098731309243
1935,4,4,1,6.15354613045945
1936,4,4,1,16.0522231185196
1937,4,4,1,14.9200598897249
1938,4,4,1,5.65116849010149
1939,4,4,1,3.88435902282779
1940,4,4,1,3.66864926564705
1941,4,4,1,5.66269412239879
1942,4,4,1,5.39830421858217
1943,4,4,1,15.3009949252379
1944,4,4,1,8.94149716078866
1945,4,4,1,7.10719093951833
1946,4,4,1,14.4466620340889
1947,4,4,1,8.93468488610815
1948,4,4,1,8.70859101292792
1949,4,4,1,9.20202063843526
1901,2,6,1,0.0281019191168169
1902,2,6,1,0.0321451854859537
1903,2,6,1,0.233041938574149
1904,2,6,1,0.2354959089759
1905,2,6,1,0.423468214972991
1906,2,6,1,0.39181625927002
1907,2,6,1,0.301065023829612
1908,2,6,1,0.2789366654178
1909,2,6,1,0.232119416202275
1910,2,6,1,0.184738910753098
1911,2,6,1,0.285175108784036
1912,2,6,1,0.0739053071117674
1913,2,6,1,0.256053239190065
1914,2,6,1,0.0647744668700194
1915,2,6,1,0.0530678710949207
1916,2,6,1,0.0971084193099539
1917,2,6,1,0.194277731185708
1918,2,6,1,1.24997823372128
1919,2,6,1,0.908029941213377
1920,2,6,1,0.975919062824079
1921,2,6,1,0.563916917991276
1922,2,6,1,0.0744137600361995
1923,2,6,1,0.179349918679776
1924,2,6,1,0.139870223643182
1925,2,6,1,0.126635224466497
1926,2,6,1,0.339494322106152
1927,2,6,1,0.169585795753705
1928,2,6,1,4.04279140712358
1929,2,6,1,1.01203444360021
1930,2,6,1,2.50529674546324
1931,2,6,1,3.14829179403101
1932,2,6,1,0.958844787373688
1933,2,6,1,2.22066053588654
1934,2,6,1,0.670183579197587
1935,2,6,1,0.700416738117413
1936,2,6,1,0.966669482079021
1937,2,6,1,0.422868423199859
1938,2,6,1,4.58188547066638
1939,2,6,1,4.73584014477916
1940,2,6,1,8.91386785128851
1941,2,6,1,3.60949208740213
1942,2,6,1,17.8254278743332
1943,2,6,1,2.56662164848068
1944,2,6,1,6.56009007730604
1945,2,6,1,10.3602672345117
1946,2,6,1,9.14777446429703
1947,2,6,1,8.06739420484261
1948,2,6,1,7.94595007161059
1949,2,6,1,29.8422651829276
1901,3,6,1,0.107011778978
1902,3,6,1,0.122408489972884
1903,3,6,1,0.887420973622323
1904,3,6,1,0.896765664180965
1905,3,6,1,1.61256200462763
1906,3,6,1,1.49203172789358
1907,3,6,1,1.14645208585704
1908,3,6,1,1.06218755610492
1909,3,6,1,0.883908019231171
1910,3,6,1,0.70348360921431
1911,3,6,1,1.0859434754035
1912,3,6,1,0.281430544194145
1913,3,6,1,0.975047736950137
1914,3,6,1,0.246660411457957
1915,3,6,1,0.202081831807858
1916,3,6,1,0.369787723781506
1917,3,6,1,0.739807325740645
1918,3,6,1,4.75990247919563
1919,3,6,1,3.45776738487525
1920,3,6,1,3.71628836511918
1921,3,6,1,2.14738902133999
1922,3,6,1,0.283366726977388
1923,3,6,1,0.682962390493718
1924,3,6,1,0.532624174024843
1925,3,6,1,0.482225452116136
1926,3,6,1,1.29279040376174
1927,3,6,1,0.645780724710138
1928,3,6,1,15.3949023450989
1929,3,6,1,3.85381531227379
1930,3,6,1,9.54014067456975
1931,3,6,1,11.9886582912939
1932,3,6,1,3.65126972411066
1933,3,6,1,8.4562493210383
1934,3,6,1,2.55205122303762
1935,3,6,1,2.66717873823281
1936,3,6,1,3.68106606993661
1937,3,6,1,1.61027800457794
1938,3,6,1,17.4477662273265
1939,3,6,1,18.034023823838
1940,3,6,1,33.9439044136438
1941,3,6,1,13.7449036086923
1942,3,6,1,67.8790206443553
1943,3,6,1,9.77366518726475
1944,3,6,1,24.9807462084803
1945,3,6,1,39.4517763304328
1946,3,6,1,34.8346180573886
1947,3,6,1,30.7205426785386
1948,3,6,1,30.2580848410657
1949,3,6,1,113.63899642168
1901,4,6,1,0.261194486169772
1902,4,6,1,0.298774797939378
1903,4,6,1,2.16601824056411
1904,4,6,1,2.18882677315921
1905,4,6,1,3.93594339088788
1906,4,6,1,3.64175293820955
1907,4,6,1,2.79826170860366
1908,4,6,1,2.59258873726217
1909,4,6,1,2.15744381702029
1910,4,6,1,1.71706368768399
1911,4,6,1,2.65057221528621
1912,4,6,1,0.686916030041717
1913,4,6,1,2.37989775589142
1914,4,6,1,0.602049045857194
1915,4,6,1,0.49324159197607
1916,4,6,1,0.902578346303888
1917,4,6,1,1.80572266115852
1918,4,6,1,11.6179760223155
1919,4,6,1,8.43972302874029
1920,4,6,1,9.0707213659682
1921,4,6,1,5.24134985318599
1922,4,6,1,0.691641867440455
1923,4,6,1,1.66697547094288
1924,4,6,1,1.30002976106602
1925,4,6,1,1.17701649656114
1926,4,6,1,3.15544446098013
1927,4,6,1,1.57622241383059
1928,4,6,1,37.5758972149095
1929,4,6,1,9.40639731341628
1930,4,6,1,23.2855874865316
1931,4,6,1,29.2619323981452
1932,4,6,1,8.91202378433872
1933,4,6,1,20.6400240929195
1934,4,6,1,6.22904986952224
1935,4,6,1,6.51005325496816
1936,4,6,1,8.98475074310971
1937,4,6,1,3.93036860066302
1938,4,6,1,42.5865299883835
1939,4,6,1,44.0174682752373
1940,4,6,1,82.850325044501
1941,4,6,1,33.5485782015035
1942,4,6,1,165.679199880929
1943,4,6,1,23.8555744139889
1944,4,6,1,60.9730371027934
1945,4,6,1,96.2939458209613
1946,4,6,1,85.0243800384857
1947,4,6,1,74.9827396237109
1948,4,6,1,73.853971946101
1949,4,6,1,277.370206931254
1864,3,7,1,34.8945854697759
1865,3,7,1,68.7546167051456
1866,3,7,1,39.9504488103644
1867,3,7,1,32.3130043151897
1868,3,7,1,54.648806029218
1869,3,7,1,61.8954901014901
1870,3,7,1,51.7389220603079
1871,3,7,1,41.0858961047822
1872,3,7,1,55.8178843436398
1873,3,7,1,46.8255901854503
1874,3,7,1,29.7111691849709
1875,3,7,1,45.4551119896101
1876,3,7,1,65.1241528059499
1877,3,7,1,69.3339463514147
1878,3,7,1,111.183926042051
1879,3,7,1,70.3555286209622
1880,3,7,1,89.0392088125487
1881,3,7,1,131.271677767666
1882,3,7,1,108.471494784424
1883,3,7,1,98.6005737428381
1884,3,7,1,99.8719487648852
1885,3,7,1,63.9296957890378
1886,3,7,1,75.0546393768033
1887,3,7,1,74.1834263905338
1888,3,7,1,81.7459876985905
1889,3,7,1,75.0470088092394
1890,3,7,1,64.3563010385832
1891,3,7,1,75.3623415427954
1892,3,7,1,55.3001248992031
1893,3,7,1,56.1808544278838
1894,3,7,1,63.1587088946523
1895,3,7,1,29.493321191248
1896,3,7,1,81.1459047926383
1897,3,7,1,95.2024314225568
1898,3,7,1,84.8800106402595
1899,3,7,1,86.5179958098922
1900,3,7,1,97.6502383652484
1901,3,7,1,102.883677259639
1902,3,7,1,80.5985010642385
1903,3,7,1,109.261107800028
1904,3,7,1,114.761145536467
1905,3,7,1,108.49644014604
1906,3,7,1,114.121223531468
1907,3,7,1,69.8755517905114
1908,3,7,1,72.2928308106751
1909,3,7,1,99.9612169849292
1910,3,7,1,133.960011504517
1911,3,7,1,105.904553015016
1912,3,7,1,62.3104045678913
1913,3,7,1,63.3835826628062
1914,3,7,1,71.4847113136146
1915,3,7,1,55.2016265185429
1916,3,7,1,60.7527325349369
1917,3,7,1,37.8331641409078
1918,3,7,1,52.7086447317821
1919,3,7,1,80.8519357641705
1920,3,7,1,82.2033413092824
1921,3,7,1,82.0468298901381
1922,3,7,1,85.590446625912
1923,3,7,1,96.5712572708035
1924,3,7,1,93.9782020035101
1925,3,7,1,71.2079572223891
1926,3,7,1,41.8450998955765
1927,3,7,1,39.3509970748156
1928,3,7,1,30.9068791222361
1929,3,7,1,32.4089045346966
1930,3,7,1,26.6176617309301
1931,3,7,1,49.346654344937
1932,3,7,1,36.6001115248483
1933,3,7,1,34.9892139280222
1934,3,7,1,50.0412432432364
1935,3,7,1,18.379277068509
1936,3,7,1,22.3939259138671
1937,3,7,1,29.5882124330526
1938,3,7,1,25.1741427909023
1939,3,7,1,18.4875726174781
1940,3,7,1,16.9949200666677
1941,3,7,1,28.0178703796242
1942,3,7,1,22.3766314491539
1943,3,7,1,7.76885982544208
1944,3,7,1,30.0386573749744
1945,3,7,1,16.6011931899712
1946,3,7,1,26.865443461479
1947,3,7,1,25.5891926103835
1948,3,7,1,12.7320625934772
1949,3,7,1,25.5393023864349
1864,4,7,1,3.87717616330843
1865,4,7,1,7.63940185612729
1866,4,7,1,4.43893875670715
1867,4,7,1,3.59033381279885
1868,4,7,1,6.072089558802
1869,4,7,1,6.87727667794334
1870,4,7,1,5.74876911781199
1871,4,7,1,4.56509956719802
1872,4,7,1,6.20198714929331
1873,4,7,1,5.20284335393892
1874,4,7,1,3.30124102055232
1875,4,7,1,5.05056799884557
1876,4,7,1,7.23601697843888
1877,4,7,1,7.70377181682386
1878,4,7,1,12.3537695602278
1879,4,7,1,7.81728095788469
1880,4,7,1,9.89324542361652
1881,4,7,1,14.5857419741851
1882,4,7,1,12.0523883093804
1883,4,7,1,10.9556193047598
1884,4,7,1,11.0968831960984
1885,4,7,1,7.10329953211531
1886,4,7,1,8.33940437520037
1887,4,7,1,8.24260293228153
1888,4,7,1,9.08288752206562
1889,4,7,1,8.33855653435993
1890,4,7,1,7.15070011539814
1891,4,7,1,8.37359350475504
1892,4,7,1,6.14445832213368
1893,4,7,1,6.24231715865375
1894,4,7,1,7.01763432162803
1895,4,7,1,3.27703568791645
1896,4,7,1,9.01621164362648
1897,4,7,1,10.5780479358396
1898,4,7,1,9.43111229336217
1899,4,7,1,9.61311064554358
1900,4,7,1,10.8500264850276
1901,4,7,1,11.4315196955155
1902,4,7,1,8.95538900713761
1903,4,7,1,12.1401230888921
1904,4,7,1,12.7512383929408
1905,4,7,1,12.0551600162267
1906,4,7,1,12.6801359479409
1907,4,7,1,7.76395019894571
1908,4,7,1,8.03253675674168
1909,4,7,1,11.1068018872144
1910,4,7,1,14.8844457227241
1911,4,7,1,11.767172557224
1912,4,7,1,6.92337828532126
1913,4,7,1,7.04262029586735
1914,4,7,1,7.94274570151274
1915,4,7,1,6.13351405761588
1916,4,7,1,6.75030361499299
1917,4,7,1,4.20368490454531
1918,4,7,1,5.85651608130912
1919,4,7,1,8.98354841824117
1920,4,7,1,9.13370458992027
1921,4,7,1,9.11631443223757
1922,4,7,1,9.51004962510133
1923,4,7,1,10.7301396967559
1924,4,7,1,10.4420224448345
1925,4,7,1,7.91199524693213
1926,4,7,1,4.64945554395294
1927,4,7,1,4.37233300831284
1928,4,7,1,3.43409768024845
1929,4,7,1,3.60098939274407
1930,4,7,1,2.95751797010335
1931,4,7,1,5.48296159388189
1932,4,7,1,4.06667905831648
1933,4,7,1,3.88769043644691
1934,4,7,1,5.56013813813737
1935,4,7,1,2.042141896501
1936,4,7,1,2.48821399042967
1937,4,7,1,3.28757915922807
1938,4,7,1,2.79712697676692
1939,4,7,1,2.05417473527535
1940,4,7,1,1.88832445185197
1941,4,7,1,3.11309670884713
1942,4,7,1,2.48629238323932
1943,4,7,1,0.863206647271342
1944,4,7,1,3.33762859721938
1945,4,7,1,1.84457702110791
1946,4,7,1,2.98504927349767
1947,4,7,1,2.84324362337594
1948,4,7,1,1.41467362149746
1949,4,7,1,2.83770026515943
1864,1,4,2,0.0600634533816686
1865,1,4,2,0.0507607970063205
1866,1,4,2,0.0435007082687383
1867,1,4,2,0.102953100620699
1868,1,4,2,0.0833222308970657
1869,1,4,2,0.110379842366383
1870,1,4,2,0.100137092099176
1871,1,4,2,0.22051184179764
1872,1,4,2,0.241446023507713
1873,1,4,2,0.212922720197907
1874,1,4,2,0.192967090766177
1875,1,4,2,0.192618954391786
1876,1,4,2,0.356401911141821
1877,1,4,2,0.300153127520272
1878,1,4,2,0.325888323490908
1879,1,4,2,0.212817399518578
1880,1,4,2,0.373799680829284
1881,1,4,2,0.553479022021844
1882,1,4,2,0.262279409054515
1883,1,4,2,0.237015516839825
1884,1,4,2,0.145452382668805
1885,1,4,2,0.228096690243319
1886,1,4,2,0.24947226363096
1887,1,4,2,0.247069996966657
1888,1,4,2,0.0824432179719774
1889,1,4,2,0.0726740337187443
1890,1,4,2,0.199893873487555
1891,1,4,2,0.0382291443382403
1892,1,4,2,0.0791986372350487
1893,1,4,2,0.142886479340437
1894,1,4,2,0.0764321470281509
1895,1,4,2,0.09412049119128
1896,1,4,2,0.239630938482817
1897,1,4,2,0.31092549752816
1898,1,4,2,0.28903161568998
1899,1,4,2,0.288597764872507
1900,1,4,2,0.21059862711659
1901,1,4,2,0.20183011499798
1902,1,4,2,0.136589107074999
1903,1,4,2,0.286064035880546
1904,1,4,2,0.240113804890908
1905,1,4,2,0.304487362540946
1906,1,4,2,0.381978246326453
1907,1,4,2,0.17846727361327
1908,1,4,2,0.143223555786689
1909,1,4,2,0.118814545744782
1910,1,4,2,0.0892596527739631
1911,1,4,2,0.097721754610708
1912,1,4,2,0.101024651332372
1913,1,4,2,0.165904954780803
1914,1,4,2,0.222716789289454
1915,1,4,2,0.171824027231469
1916,1,4,2,0.0531459710544082
1917,1,4,2,0.0886724711345561
1918,1,4,2,0.0343780270876605
1919,1,4,2,0.0530233063968608
1920,1,4,2,0.09508446447344
1921,1,4,2,0.0505300466874097
1922,1,4,2,0.0342455593119895
1923,1,4,2,0.0366895520688192
1924,1,4,2,0.0392466577270757
1925,1,4,2,0.0238439482587787
1926,1,4,2,0.0295918431852854
1927,1,4,2,0.0663603229231002
1928,1,4,2,0.0924479284221815
1929,1,4,2,0.0435710896296262
1930,1,4,2,0.0589700286678756
1931,1,4,2,0.0566021985980067
1932,1,4,2,0.0620004489781027
1933,1,4,2,0.0611704516436327
1934,1,4,2,0.0307853099763403
1935,1,4,2,0.0420053557118752
1936,1,4,2,0.10957573531824
1937,1,4,2,0.10184735916875
1938,1,4,2,0.038576023902616
1939,1,4,2,0.026515423628478
1940,1,4,2,0.0250429450139034
1941,1,4,2,0.0386547002096085
1942,1,4,2,0.0368499210268422
1943,1,4,2,0.104447699091552
1944,1,4,2,0.0610364756959427
1945,1,4,2,0.0485151288699926
1946,1,4,2,0.0986158492559865
1947,1,4,2,0.0609899737253561
1948,1,4,2,0.0594466110258874
1949,1,4,2,0.0628148618683761
1864,2,4,2,3.8567467671152
1865,2,4,2,3.2594119839614
1866,2,4,2,2.79323293178947
1867,2,4,2,6.61074273335989
1868,2,4,2,5.35022091718692
1869,2,4,2,7.08762277613495
1870,2,4,2,6.42992343060456
1871,2,4,2,14.1593312585524
1872,2,4,2,17.60825499057
1873,2,4,2,15.5516205295983
1874,2,4,2,13.3113346906176
1875,2,4,2,12.3682953245302
1876,2,4,2,22.8849964695738
1877,2,4,2,19.2731942475461
1878,2,4,2,20.9256822127339
1879,2,4,2,13.6652618417316
1880,2,4,2,24.0021282397164
1881,2,4,2,35.5395553979306
1882,2,4,2,16.8412771161209
1883,2,4,2,15.219052133408
1884,2,4,2,24.3471456535299
1885,2,4,2,37.5077470482125
1886,2,4,2,30.1759641817882
1887,2,4,2,24.9691959088219
1888,2,4,2,5.29377843733908
1889,2,4,2,4.66648733659946
1890,2,4,2,12.835426651884
1891,2,4,2,2.45473945527561
1892,2,4,2,5.08543999585324
1893,2,4,2,9.17491313326472
1894,2,4,2,4.90780032378994
1895,2,4,2,6.04359023139439
1896,2,4,2,15.386991510822
1897,2,4,2,19.9649011152496
1898,2,4,2,18.5590685624252
1899,2,4,2,18.531210478291
1900,2,4,2,13.5227917903685
1901,2,4,2,12.9597550540196
1902,2,4,2,9.17675352969873
1903,2,4,2,22.9548003641007
1904,2,4,2,19.3874734937358
1905,2,4,2,20.2708588994591
1906,2,4,2,29.4862530456066
1907,2,4,2,19.7262150901774
1908,2,4,2,20.5146929350446
1909,2,4,2,20.0404052344832
1910,2,4,2,21.7519471210987
1911,2,4,2,17.8294184857631
1912,2,4,2,24.5256301534842
1913,2,4,2,33.9736360891188
1914,2,4,2,47.6667176587443
1915,2,4,2,39.8258649909361
1916,2,4,2,26.4450356003196
1917,2,4,2,35.9368254274862
1918,2,4,2,36.7846718431203
1919,2,4,2,33.0699118466518
1920,2,4,2,41.4681631634877
1921,2,4,2,48.5086338600253
1922,2,4,2,42.8942123281938
1923,2,4,2,37.9407160464199
1924,2,4,2,42.3041018159916
1925,2,4,2,28.2972098601218
1926,2,4,2,30.3197791245065
1927,2,4,2,57.0462281527266
1928,2,4,2,54.5674486686581
1929,2,4,2,53.7987214272618
1930,2,4,2,65.4608007388823
1931,2,4,2,52.1827651028808
1932,2,4,2,33.7260201279122
1933,2,4,2,38.1913832890894
1934,2,4,2,25.5490670251003
1935,2,4,2,18.7789492525821
1936,2,4,2,28.6045448514783
