Year,Subyear,Area,Age,Catch
1950,2,4,7,1194.165183
1950,2,4,8,1389.330246
1950,2,4,9,1463.846148
1950,2,4,10,1407.471576
1950,2,4,11,1225.139451
1950,2,4,12,927.5192175
1950,2,4,13,646.0400544
1950,2,4,14,436.0076531
1950,2,4,15,291.5239681
1950,2,4,16,194.8118014
1950,2,4,17,130.9402112
1950,2,4,18,89.04655747
1950,2,4,19,61.56716944
1950,2,4,20,43.42187514
1950,2,4,21,31.29674575
1950,2,4,22,23.06856906
1950,2,4,23,17.3865927
1950,2,4,24,13.39020625
1950,2,4,25,10.5269618
1950,2,4,26,8.438163835
1950,2,4,27,6.887690249
1950,2,4,28,5.717750858
1950,2,4,29,4.821244777
1950,2,4,30,4.124330558
1950,2,4,31,3.575308568
1950,2,4,32,3.137437537
1950,2,4,33,2.784229546
1950,2,4,34,2.496325352
1950,2,4,35,2.259390413
1950,2,6,1,18.11671964
1950,2,6,2,29.38608652
1950,2,6,3,37.6438489
1950,2,6,4,17.60028203
1950,2,6,5,15.85918222
1950,2,6,6,7.513365187
1950,2,6,7,5.058863886
1950,2,6,8,9.108332265
1950,2,6,9,25.16522923
1950,2,6,10,54.42011009
1950,2,6,11,87.36398133
1950,2,6,12,118.3820542
1950,2,6,13,134.4330595
1950,2,6,14,129.4746358
1950,2,6,15,110.6994639
1950,2,6,16,87.98323635
1950,2,6,17,67.26469481
1950,2,6,18,50.57758433
1950,2,6,19,37.91193771
1950,2,6,20,28.5552564
1950,2,6,21,21.71139301
1950,2,6,22,16.70825494
1950,2,6,23,13.03338587
1950,2,6,24,10.31305646
1950,2,6,25,8.28002297
1950,2,6,26,6.744577734
1950,2,6,27,5.57212556
1950,2,6,28,4.666844967
1950,2,6,29,3.960117195
1950,2,6,30,3.402438701
1950,2,6,31,2.957796255
1950,2,6,32,2.599755225
1950,2,6,33,2.308731365
1950,2,6,34,2.070078738
1950,2,6,35,1.872741334
1950,2,7,1,32.41605167
1950,2,7,2,39.53113289
1950,2,7,3,72.58588137
1950,2,7,4,188.1143014
1950,2,7,5,303.4233937
1950,2,7,6,361.6587521
1950,2,7,7,442.4470298
1950,2,7,8,429.1171566
1950,2,7,9,380.6642479
1950,2,7,10,291.5860408
1950,2,7,11,213.1486487
1950,2,7,12,144.4426798
1950,2,7,13,92.25952086
1950,2,7,14,57.93557254
1950,2,7,15,36.77531638
1950,2,7,16,23.8785015
1950,2,7,17,15.9176937
1950,2,7,18,10.89504899
1950,2,7,19,7.646957081
1950,2,7,20,5.494282647
1950,2,7,21,4.034422774
1950,2,7,22,3.023388354
1950,2,7,23,2.309671134
1950,2,7,24,1.796917539
1950,2,7,25,1.42249112
1950,2,7,26,1.144867351
1950,2,7,27,0.936031909
1950,2,7,28,0.776784163
1950,2,7,29,0.653771905
1950,2,7,30,0.557583243
1950,2,7,31,0.481498189
1950,2,7,32,0.420659695
1950,2,7,33,0.3715158
1950,2,7,34,0.331439512
1950,2,7,35,0.298466771
1950,3,2,1,9.860038548
1950,3,2,2,12.52108886
1950,3,2,3,25.66553685
1950,3,2,4,23.27109204
1950,3,2,5,14.02063032
1950,3,2,6,15.10710191
1950,3,2,7,30.3388437
1950,3,2,8,56.40711199
1950,3,2,9,63.03692817
1950,3,2,10,57.60599311
1950,3,2,11,46.28310948
1950,3,2,12,34.52769639
1950,3,2,13,25.85144863
1950,3,2,14,19.98822273
1950,3,2,15,16.04654562
1950,3,2,16,13.35505115
1950,3,2,17,11.47863088
1950,3,2,18,10.14240677
1950,3,2,19,9.172024911
1950,3,2,20,8.455085766
1950,3,2,21,7.917551905
1950,3,2,22,7.509520773
1950,3,2,23,7.196594461
1950,3,2,24,6.954561129
1950,3,2,25,6.766051026
1950,3,2,26,6.618388813
1950,3,2,27,6.502184656
1950,3,2,28,6.410390783
1950,3,2,29,6.33765715
1950,3,2,30,6.279883097
1950,3,2,31,6.23389984
1950,3,2,32,6.197241892
1950,3,2,33,6.167980025
1950,3,2,34,6.144597503
1950,3,2,35,6.125897261
1950,3,3,5,2.00345E-05
1950,3,3,6,0.018774992
1950,3,3,7,0.057561536
1950,3,3,8,0.017930205
1950,3,3,9,0.009676234
1950,3,3,10,0.098074085
1950,3,3,11,0.373592019
1950,3,3,12,0.80214461
1950,3,3,13,1.313135635
1950,3,3,14,1.812144259
1950,3,3,15,2.214907765
1950,3,3,16,2.493928028
1950,3,3,17,2.665562675
1950,3,3,18,2.760281888
1950,3,3,19,2.805760989
1950,3,3,20,2.822090509
1950,3,3,21,2.822349637
1950,3,3,22,2.814519845
1950,3,3,23,2.803244579
1950,3,3,24,2.791101513
1950,3,3,25,2.779435552
1950,3,3,26,2.768877374
1950,3,3,27,2.759656766
1950,3,3,28,2.751788076
1950,3,3,29,2.74517794
1950,3,3,30,2.73968651
1950,3,3,31,2.73516119
1950,3,3,32,2.731454306
1950,3,3,33,2.72843153
1950,3,3,34,2.725975097
1950,3,3,35,2.723984197
1950,3,4,1,23.71922885
1950,3,4,2,19.14845681
1950,3,4,3,19.93271609
1950,3,4,4,22.02492931
1950,3,4,5,72.31957306
1950,3,4,6,127.7752369
1950,3,4,7,181.318171
1950,3,4,8,199.6566324
1950,3,4,9,206.0227768
1950,3,4,10,197.2575195
1950,3,4,11,172.0048773
1950,3,4,12,131.1098532
1950,3,4,13,92.46646533
1950,3,4,14,63.58037124
1950,3,4,15,43.61138784
1950,3,4,16,30.10896655
1950,3,4,17,21.03111048
1950,3,4,18,14.91686582
1950,3,4,19,10.76727437
1950,3,4,20,7.917769159
1950,3,4,21,5.933162787
1950,3,4,22,4.529739059
1950,3,4,23,3.521798496
1950,3,4,24,2.786699319
1950,3,4,25,2.242505044
1950,3,4,26,1.833777685
1950,3,4,27,1.522517111
1950,3,4,28,1.282335011
1950,3,4,29,1.094669837
1950,3,4,30,0.946300064
1950,3,4,31,0.827691632
1950,3,4,32,0.731887088
1950,3,4,33,0.653750342
1950,3,4,34,0.589447414
1950,3,4,35,0.536085497
1950,3,5,4,4.773694503
1950,3,5,5,89.31157685
1950,3,5,6,678.5338217
1950,3,5,7,905.4407105
1950,3,5,8,353.4997475
1950,3,5,9,100.6507431
1950,3,5,10,39.14853256
1950,3,5,11,24.81856305
1950,3,5,12,20.03921238
1950,3,5,13,17.08611484
1950,3,5,14,14.16266247
1950,3,5,15,11.18897497
1950,3,5,16,8.514066083
1950,3,5,17,6.346477368
1950,3,5,18,4.698927566
1950,3,5,19,3.487849849
1950,3,5,20,2.610166485
1950,3,5,21,1.975937117
1950,3,5,22,1.515989077
1950,3,5,23,1.179993821
1950,3,5,24,0.932226673
1950,3,5,25,0.747570632
1950,3,5,26,0.608394156
1950,3,5,27,0.502283646
1950,3,5,28,0.420449632
1950,3,5,29,0.35662286
1950,3,5,30,0.306293913
1950,3,5,31,0.266189652
1950,3,5,32,0.233911727
1950,3,5,33,0.207685763
1950,3,5,34,0.186186283
1950,3,5,35,0.168413601
1950,3,6,1,68.98825628
1950,3,6,2,262.6120837
1950,3,6,3,507.0659527
1950,3,6,4,824.2849973
1950,3,6,5,323.7445241
1950,3,6,6,182.4080405
1950,3,6,7,126.5228139
1950,3,6,8,53.87751126
1950,3,6,9,20.95835632
1950,3,6,10,8.366478348
1950,3,6,11,3.27636302
1950,3,6,12,1.306527017
1950,3,6,13,0.542005437
1950,3,6,14,0.233486451
1950,3,6,15,0.104146868
1950,3,6,16,0.048176716
1950,3,6,17,0.023192365
1950,3,6,18,0.01165454
1950,3,6,19,0.006124091
1950,3,6,20,0.003366247
1950,3,6,21,0.001934149
1950,3,6,22,0.00115988
1950,3,6,23,0.000724487
1950,3,6,24,0.000470249
1950,3,6,25,0.000316394
1950,3,6,26,0.00022011
1950,3,6,27,0.000157937
1950,3,6,28,0.000116606
1950,3,6,29,8.83826E-05
1950,3,6,30,6.86255E-05
1950,3,6,31,5.44763E-05
1950,3,6,32,4.41289E-05
1950,3,6,33,3.64151E-05
1950,3,6,34,3.05627E-05
1950,3,6,35,2.60506E-05
1950,3,7,1,60.02586249
1950,3,7,2,84.36452513
1950,3,7,3,117.9895195
1950,3,7,4,139.2494131
1950,3,7,5,225.8822638
1950,3,7,6,95.76447472
1950,3,7,7,42.67543032
1950,3,7,8,64.69118221
1950,3,7,9,177.5694925
1950,3,7,10,340.3260052
1950,3,7,11,382.4820092
1950,3,7,12,307.9705988
1950,3,7,13,210.7807408
1950,3,7,14,135.2080787
1950,3,7,15,84.9596367
1950,3,7,16,53.21442759
1950,3,7,17,33.49455915
1950,3,7,18,21.30552385
1950,3,7,19,13.75956444
1950,3,7,20,9.055498157
1950,3,7,21,6.089091315
1950,3,7,22,4.190068958
1950,3,7,23,2.952839272
1950,3,7,24,2.131255871
1950,3,7,25,1.574772331
1950,3,7,26,1.190261504
1950,3,7,27,0.919313952
1950,3,7,28,0.724727171
1950,3,7,29,0.582417288
1950,3,7,30,0.476531497
1950,3,7,31,0.396459858
1950,3,7,32,0.334984067
1950,3,7,33,0.287114304
1950,3,7,34,0.249347702
1950,3,7,35,0.219188616
1950,4,2,1,9.786651837
1950,4,2,2,4.540895312
1950,4,2,3,14.09265447
1950,4,2,4,19.06399327
1950,4,2,5,12.04085242
1950,4,2,6,11.05802708
1950,4,2,7,13.13122146
1950,4,2,8,8.440134579
1950,4,2,9,5.130015397
1950,4,2,10,2.716423683
1950,4,2,11,1.515236957
1950,4,2,12,0.926978835
1950,4,2,13,0.62193198
1950,4,2,14,0.45385776
1950,4,2,15,0.355458136
1950,4,2,16,0.294679987
1950,4,2,17,0.255369126
1950,4,2,18,0.228905605
1950,4,2,19,0.210464692
1950,4,2,20,0.19723367
1950,4,2,21,0.187509985
1950,4,2,22,0.180224844
1950,4,2,23,0.174683152
1950,4,2,24,0.170417481
1950,4,2,25,0.167103779
1950,4,2,26,0.16451129
1950,4,2,27,0.162471893
1950,4,2,28,0.160860753
1950,4,2,29,0.159583718
1950,4,2,30,0.158568882
1950,4,2,31,0.157760773
1950,4,2,32,0.157116251
1950,4,2,33,0.156601552
1950,4,2,34,0.156190116
1950,4,2,35,0.155860965
1950,4,3,9,0.001158627
1950,4,3,10,0.015912864
1950,4,3,11,0.061753129
1950,4,3,12,0.136436139
1950,4,3,13,0.230261717
1950,4,3,14,0.326095733
1950,4,3,15,0.407447584
1950,4,3,16,0.467899708
1950,4,3,17,0.509107684
1950,4,3,18,0.535659672
1950,4,3,19,0.552079056
1950,4,3,20,0.561863612
1950,4,3,21,0.567451043
1950,4,3,22,0.570452592
1950,4,3,23,0.571901003
1950,4,3,24,0.572444511
1950,4,3,25,0.572482932
1950,4,3,26,0.572258411
1950,4,3,27,0.571914349
1950,4,3,28,0.571533051
1950,4,3,29,0.571159523
1950,4,3,30,0.570816389
1950,4,3,31,0.570513151
1950,4,3,32,0.570251887
1950,4,3,33,0.570030701
1950,4,3,34,0.56984579
1950,4,3,35,0.56969263
1950,4,4,1,13.3917093
1950,4,4,2,10.50072258
1950,4,4,3,12.68003852
1950,4,4,4,22.82108508
1950,4,4,5,28.61244051
1950,4,4,6,48.47911798
1950,4,4,7,69.95052414
1950,4,4,8,81.09295665
1950,4,4,9,85.21997957
1950,4,4,10,81.88031395
1950,4,4,11,71.83634058
1950,4,4,12,55.60266183
1950,4,4,13,40.22210566
1950,4,4,14,28.59800709
1950,4,4,15,20.4138703
1950,4,4,16,14.74181938
1950,4,4,17,10.80449564
1950,4,4,18,8.046114388
1950,4,4,19,6.088603808
1950,4,4,20,4.680019818
1950,4,4,21,3.652672052
1950,4,4,22,2.893764262
1950,4,4,23,2.326305483
1950,4,4,24,1.896991268
1950,4,4,25,1.568454962
1950,4,4,26,1.314216788
1950,4,4,27,1.115325438
1950,4,4,28,0.958088847
1950,4,4,29,0.832522103
1950,4,4,30,0.731275699
1950,4,4,31,0.648889399
1950,4,4,32,0.581268815
1950,4,4,33,0.525315449
1950,4,4,34,0.478663184
1950,4,4,35,0.439489129
1950,4,6,1,168.3866236
1950,4,6,2,140.6204939
1950,4,6,3,121.4764043
1950,4,6,4,23.13467931
1950,4,6,5,4.769236903
1950,4,6,6,1.286052918
1950,4,6,7,0.124595101
1950,4,6,8,0.008518875
1950,4,6,9,0.000591101
1950,4,6,10,4.82548E-05
1950,4,7,1,0.204497117
1950,4,7,2,9.167488803
1950,4,7,3,24.74109613
1950,4,7,4,61.31635502
1950,4,7,5,35.00348403
1950,4,7,6,40.81388013
1950,4,7,7,52.55315024
1950,4,7,8,56.43721028
1950,4,7,9,50.50695042
1950,4,7,10,35.94982033
1950,4,7,11,24.31986634
1950,4,7,12,15.81199069
1950,4,7,13,9.951283239
1950,4,7,14,6.23114528
1950,4,7,15,3.952247943
1950,4,7,16,2.556914596
1950,4,7,17,1.691330235
1950,4,7,18,1.144988245
1950,4,7,19,0.79347391
1950,4,7,20,0.562709231
1950,4,7,21,0.408096182
1950,4,7,22,0.302410389
1950,4,7,23,0.228761231
1950,4,7,24,0.17648342
1950,4,7,25,0.138720615
1950,4,7,26,0.110986784
1950,4,7,27,0.090296578
1950,4,7,28,0.074630915
1950,4,7,29,0.062603019
1950,4,7,30,0.053246309
1950,4,7,31,0.045877567
1950,4,7,32,0.040007356
1950,4,7,33,0.03528054
1950,4,7,34,0.031436255
1950,4,7,35,0.028280636
1951,1,2,1,14.2225228
1951,1,2,2,6.032369612
1951,1,2,3,19.8387012
1951,1,2,4,26.93362892
1951,1,2,5,16.86284408
1951,1,2,6,14.5150383
1951,1,2,7,15.19942425
1951,1,2,8,7.920735246
1951,1,2,9,3.833934619
1951,1,2,10,1.533955874
1951,1,2,11,0.62076101
1951,1,2,12,0.308856506
1951,1,2,13,0.191028131
1951,1,2,14,0.135871637
1951,1,2,15,0.104627436
1951,1,2,16,0.084723069
1951,1,2,17,0.071181901
1951,1,2,18,0.061598729
1951,1,2,19,0.054634169
1951,1,2,20,0.049473059
1951,1,2,21,0.045590188
1951,1,2,22,0.042633521
1951,1,2,23,0.040359987
1951,1,2,24,0.03859773
1951,1,2,25,0.03722282
1951,1,2,26,0.036144373
1951,1,2,27,0.035294771
1951,1,2,28,0.034623074
1951,1,2,29,0.034090496
1951,1,2,30,0.033667235
1951,1,2,31,0.033330215
1951,1,2,32,0.033061454
1951,1,2,33,0.032846862
1951,1,2,34,0.032675351
1951,1,2,35,0.032538161
1951,1,4,1,0.110891796
1951,1,4,2,0.039501036
1951,1,4,3,0.026810021
1951,1,4,4,0.145516208
1951,1,4,5,0.562626364
1951,1,4,6,3.985793188
1951,1,4,7,7.193935403
1951,1,4,8,10.21691753
1951,1,4,9,15.67904203
1951,1,4,10,23.24091874
1951,1,4,11,28.28883815
1951,1,4,12,30.72194324
1951,1,4,13,32.18605949
1951,1,4,14,33.08192265
1951,1,4,15,33.22115748
1951,1,4,16,32.26298524
1951,1,4,17,30.13027399
1951,1,4,18,27.12143718
1951,1,4,19,23.70352872
1951,1,4,20,20.29081366
1951,1,4,21,17.15059
1951,1,4,22,14.40878847
1951,1,4,23,12.09331073
1951,1,4,24,10.17739398
1951,1,4,25,8.610382751
1951,1,4,26,7.335834055
1951,1,4,27,6.300614166
1951,1,4,28,5.458586907
1951,1,4,29,4.771430809
1951,1,4,30,4.208117513
1951,1,4,31,3.743886314
1951,1,4,32,3.359128994
1951,1,4,33,3.038366978
1951,1,4,34,2.769383786
1951,1,4,35,2.542519603
1951,1,7,2,29.58158381
1951,1,7,3,48.15317443
1951,1,7,4,21.86310882
1951,1,7,5,40.95163068
1951,1,7,6,43.99748615
1951,1,7,7,53.33202631
1951,1,7,8,56.76097882
1951,1,7,9,51.50078258
1951,1,7,10,38.17012908
1951,1,7,11,26.8915769
1951,1,7,12,17.86813276
1951,1,7,13,11.32668733
1951,1,7,14,7.093509123
1951,1,7,15,4.490899238
1951,1,7,16,2.901691188
1951,1,7,17,1.91961451
1951,1,7,18,1.301316941
1951,1,7,19,0.903754689
1951,1,7,20,0.642493147
1951,1,7,21,0.467077916
1951,1,7,22,0.346855127
1951,1,7,23,0.262842982
1951,1,7,24,0.20305193
1951,1,7,25,0.159760135
1951,1,7,26,0.127901604
1951,1,7,27,0.10409465
1951,1,7,28,0.086045002
1951,1,7,29,0.072172214
1951,1,7,30,0.06137176
1951,1,7,31,0.052861065
1951,1,7,32,0.046078369
1951,1,7,33,0.040615351
1951,1,7,34,0.036171643
1951,1,7,35,0.032523752
1951,2,2,1,0.001465371
1951,2,2,2,0.072627344
1951,2,2,3,0.13219177
1951,2,2,4,0.026616109
1951,2,2,5,8.385998119
1951,2,2,6,14.64319246
1951,2,2,7,13.00143923
1951,2,2,8,7.060088709
1951,2,2,9,15.25061774
1951,2,2,10,25.70095902
1951,2,2,11,23.46821106
1951,2,2,12,16.44587493
1951,2,2,13,10.79392024
1951,2,2,14,7.218224015
1951,2,2,15,5.063230401
1951,2,2,16,3.750602188
1951,2,2,17,2.927813747
1951,2,2,18,2.39475662
1951,2,2,19,2.038025479
1951,2,2,20,1.792071927
1951,2,2,21,1.617969142
1951,2,2,22,1.491903954
1951,2,2,23,1.398862929
1951,2,2,24,1.329097794
1951,2,2,25,1.276099706
1951,2,2,26,1.235408827
1951,2,2,27,1.203896603
1951,2,2,28,1.179321842
1951,2,2,29,1.160049156
1951,2,2,30,1.144865994
1951,2,2,31,1.132860929
1951,2,2,32,1.123340892
1951,2,2,33,1.115773703
1951,2,2,34,1.109747399
1951,2,2,35,1.104940926
1951,2,4,1,115.8185461
1951,2,4,2,53.49329212
1951,2,4,3,35.78890648
1951,2,4,4,99.94280392
1951,2,4,5,311.4783805
1951,2,4,6,539.4312598
1951,2,4,7,780.5937301
1951,2,4,8,913.1671728
1951,2,4,9,965.8685708
1951,2,4,10,933.0291895
1951,2,4,11,817.9494803
1951,2,4,12,627.2221753
1951,2,4,13,445.4688299
1951,2,4,14,308.1015698
1951,2,4,15,211.8915923
1951,2,4,16,146.1333608
1951,2,4,17,101.6653562
1951,2,4,18,71.69478425
1951,2,4,19,51.42290011
1951,2,4,20,37.58419931
1951,2,4,21,28.01377098
1951,2,4,22,21.29463457
1951,2,4,23,16.50123482
1951,2,4,24,13.02586183
1951,2,4,25,10.46567563
1951,2,4,26,8.550433258
1951,2,4,27,7.096445048
1951,2,4,28,5.977138956
1951,2,4,29,5.104096149
1951,2,4,30,4.414708892
1951,2,4,31,3.864056755
1951,2,4,32,3.419495306
1951,2,4,33,3.057007632
1951,2,4,34,2.758714479
1951,2,4,35,2.511154704
1951,2,6,1,23.57763192
1951,2,6,2,38.24391751
1951,2,6,3,48.99081242
1951,2,6,4,22.90552482
1951,2,6,5,20.63960677
1951,2,6,6,9.782255628
1951,2,6,7,6.788758966
1951,2,6,8,12.90998581
1951,2,6,9,36.04882503
1951,2,6,10,78.01643764
1951,2,6,11,125.2521028
1951,2,6,12,169.7231692
1951,2,6,13,192.7354856
1951,2,6,14,185.6266616
1951,2,6,15,158.7088652
1951,2,6,16,126.1408069
1951,2,6,17,96.43681292
1951,2,6,18,72.5126466
1951,2,6,19,54.35401826
1951,2,6,20,40.93942493
1951,2,6,21,31.12743699
1951,2,6,22,23.95448109
1951,2,6,23,18.68585298
1951,2,6,24,14.78574014
1951,2,6,25,11.87099756
1951,2,6,26,9.669642959
1951,2,6,27,7.988708383
1951,2,6,28,6.690815401
1951,2,6,29,5.677585886
1951,2,6,30,4.878047036
1951,2,6,31,4.240566994
1951,2,6,32,3.727246656
1951,2,6,33,3.310008256
1951,2,6,34,2.967854043
1951,2,6,35,2.684933107
1951,2,7,1,28.24822997
1951,2,7,2,34.44850547
1951,2,7,3,66.21350443
1951,2,7,4,183.4435305
1951,2,7,5,317.2737176
1951,2,7,6,378.7947523
1951,2,7,7,461.671129
1951,2,7,8,443.0976683
1951,2,7,9,392.7649357
1951,2,7,10,303.3711778
1951,2,7,11,223.6156969
1951,2,7,12,152.2706981
1951,2,7,13,97.5190097
1951,2,7,14,61.32754078
1951,2,7,15,38.94772079
1951,2,7,16,25.27947399
1951,2,7,17,16.83330354
1951,2,7,18,11.50394768
1951,2,7,19,8.060137
1951,2,7,20,5.780842722
1951,2,7,21,4.237699886
1951,2,7,22,3.170879511
1951,2,7,23,2.419079106
1951,2,7,24,1.879827418
1951,2,7,25,1.48661611
1951,2,7,26,1.195433133
1951,2,7,27,0.976640433
1951,2,7,28,0.809960202
1951,2,7,29,0.681314057
1951,2,7,30,0.580792799
1951,2,7,31,0.501330635
1951,2,7,32,0.437826515
1951,2,7,33,0.386553865
1951,2,7,34,0.344759054
1951,2,7,35,0.310384992
1951,3,2,1,14.25375847
1951,3,2,2,26.7859181
1951,3,2,3,28.16167732
1951,3,2,4,39.65992071
1951,3,2,5,28.33560513
1951,3,2,6,28.83563677
1951,3,2,7,37.12280364
1951,3,2,8,46.74485864
1951,3,2,9,47.3437997
1951,3,2,10,42.00533985
1951,3,2,11,34.07126009
1951,3,2,12,26.2438406
1951,3,2,13,20.34675605
1951,3,2,14,16.17572202
1951,3,2,15,13.24468789
1951,3,2,16,11.17390986
1951,3,2,17,9.694697969
1951,3,2,18,8.62319555
1951,3,2,19,7.835624439
1951,3,2,20,7.248716149
1951,3,2,21,6.805918628
1951,3,2,22,6.468255362
1951,3,2,23,6.208411712
1951,3,2,24,6.006920537
1951,3,2,25,5.849682644
1951,3,2,26,5.726333812
1951,3,2,27,5.629152614
1951,3,2,28,5.552317873
1951,3,2,29,5.491395355
1951,3,2,30,5.442977096
1951,3,2,31,5.404423948
1951,3,2,32,5.373679035
1951,3,2,33,5.349130707
1951,3,2,34,5.32951056
1951,3,2,35,5.313816672
1951,3,3,5,2.29729E-05
1951,3,3,6,0.021528658
1951,3,3,7,0.066003894
1951,3,3,8,0.020559968
1951,3,3,9,0.011095415
1951,3,3,10,0.112458284
1951,3,3,11,0.428385516
1951,3,3,12,0.919792486
1951,3,3,13,1.505728861
1951,3,3,14,2.077925417
1951,3,3,15,2.539760904
1951,3,3,16,2.859704138
1951,3,3,17,3.056511867
1951,3,3,18,3.165123232
1951,3,3,19,3.2172726
1951,3,3,20,3.235997117
1951,3,3,21,3.236294251
1951,3,3,22,3.227316088
1951,3,3,23,3.214387117
1951,3,3,24,3.200463068
1951,3,3,25,3.187086099
1951,3,3,26,3.174979388
1951,3,3,27,3.164406425
1951,3,3,28,3.155383661
1951,3,3,29,3.147804038
1951,3,3,30,3.141507198
1951,3,3,31,3.136318164
1951,3,3,32,3.132067604
1951,3,3,33,3.128601488
1951,3,3,34,3.125784777
1951,3,3,35,3.123501879
1951,3,4,1,40.1243487
1951,3,4,2,56.68819451
1951,3,4,3,65.95990375
1951,3,4,4,16.59502813
1951,3,4,5,67.93475731
1951,3,4,6,126.7727172
1951,3,4,7,170.3560686
1951,3,4,8,154.1366165
1951,3,4,9,145.714165
1951,3,4,10,137.4139814
1951,3,4,11,121.6094934
1951,3,4,12,96.69891929
1951,3,4,13,73.08301916
1951,3,4,14,55.01532195
1951,3,4,15,41.96069737
1951,3,4,16,32.49541071
1951,3,4,17,25.46428967
1951,3,4,18,20.10689976
1951,3,4,19,15.95672559
1951,3,4,20,12.71985776
1951,3,4,21,10.19312367
1951,3,4,22,8.222805131
1951,3,4,23,6.687146425
1951,3,4,24,5.488932298
1951,3,4,25,4.551273442
1951,3,4,26,3.814174352
1951,3,4,27,3.231368394
1951,3,4,28,2.767467164
1951,3,4,29,2.39552581
1951,3,4,30,2.09505798
1951,3,4,31,1.850471679
