"Year","Quarter","Area","qNo","Fleet","Index","lt","CV","Name"
1989,3,6,1,3,1285.6,0,0.4,"SPN_BB"
1990,3,6,1,3,986.51,0,0.407,"SPN_BB"
1991,3,6,1,3,901.2,0,0.422,"SPN_BB"
1992,3,6,1,3,695.16,0,0.427,"SPN_BB"
1993,3,6,1,3,2093.55,0,0.403,"SPN_BB"
1994,3,6,1,3,1007.03,0,0.419,"SPN_BB"
1995,3,6,1,3,1235.91,0,0.405,"SPN_BB"
1996,3,6,1,3,1739.29,0,0.398,"SPN_BB"
1997,3,6,1,3,2246.41,0,0.404,"SPN_BB"
1998,3,6,1,3,879.51,0,0.409,"SPN_BB"
1999,3,6,1,3,339.77,0,0.436,"SPN_BB"
2000,3,6,1,3,960.44,0,0.402,"SPN_BB"
2001,3,6,1,3,704.49,0,0.447,"SPN_BB"
2002,3,6,1,3,687.42,0,0.423,"SPN_BB"
2003,3,6,1,3,444.91,0,0.482,"SPN_BB"
2004,3,6,1,3,1210.46,0,0.417,"SPN_BB"
2005,3,6,1,3,2383.57,0,0.4,"SPN_BB"
2006,3,6,1,3,850.09,0,0.48,"SPN_BB"
2007,3,6,2,4,2179.982,0,0.3123,"SPN_FR_BB"
2008,3,6,2,4,2154.014,0,0.3018,"SPN_FR_BB"
2009,3,6,2,4,955.3767,0,0.3032,"SPN_FR_BB"
2010,3,6,2,4,2126.197,0,0.3066,"SPN_FR_BB"
2011,3,6,2,4,2785.474,0,0.3043,"SPN_FR_BB"
2012,3,6,2,4,2306.988,0,0.3866,"SPN_FR_BB"
2013,3,6,2,4,1569.126,0,0.4425,"SPN_FR_BB"
2014,3,6,2,4,678.2874,0,0.4114,"SPN_FR_BB"
1981,2,4,3,12,768.36,0,0.5719,"MOR_SPN_TRAP"
1982,2,4,3,12,1038.12,0,0.3463,"MOR_SPN_TRAP"
1983,2,4,3,12,1092.05,0,0.3463,"MOR_SPN_TRAP"
1984,2,4,3,12,1200.27,0,0.3463,"MOR_SPN_TRAP"
1985,2,4,3,12,814.46,0,0.3464,"MOR_SPN_TRAP"
1986,2,4,3,12,394.33,0,0.2805,"MOR_SPN_TRAP"
1987,2,4,3,12,433.53,0,0.2805,"MOR_SPN_TRAP"
1988,2,4,3,12,1014.56,0,0.2803,"MOR_SPN_TRAP"
1989,2,4,3,12,531.45,0,0.2609,"MOR_SPN_TRAP"
1990,2,4,3,12,614.37,0,0.226,"MOR_SPN_TRAP"
1991,2,4,3,12,727.86,0,0.2259,"MOR_SPN_TRAP"
1992,2,4,3,12,313.95,0,0.2263,"MOR_SPN_TRAP"
1993,2,4,3,12,325.36,0,0.2262,"MOR_SPN_TRAP"
1994,2,4,3,12,341.9,0,0.2262,"MOR_SPN_TRAP"
1995,2,4,3,12,223.43,0,0.2265,"MOR_SPN_TRAP"
1996,2,4,3,12,375.22,0,0.2462,"MOR_SPN_TRAP"
1997,2,4,3,12,992.41,0,0.2459,"MOR_SPN_TRAP"
1998,2,4,3,12,925.14,0,0.2459,"MOR_SPN_TRAP"
1999,2,4,3,12,1137.45,0,0.2459,"MOR_SPN_TRAP"
2000,2,4,3,12,739.23,0,0.2259,"MOR_SPN_TRAP"
2001,2,4,3,12,1284.62,0,0.2258,"MOR_SPN_TRAP"
2002,2,4,3,12,1130.42,0,0.2258,"MOR_SPN_TRAP"
2003,2,4,3,12,662.66,0,0.2368,"MOR_SPN_TRAP"
2004,2,4,3,12,332.36,0,0.2262,"MOR_SPN_TRAP"
2005,2,4,3,12,677.39,0,0.2259,"MOR_SPN_TRAP"
2006,2,4,3,12,633.94,0,0.226,"MOR_SPN_TRAP"
2007,2,4,3,12,1000.6,0,0.2259,"MOR_SPN_TRAP"
2008,2,4,3,12,634.18,0,0.226,"MOR_SPN_TRAP"
2009,2,4,3,12,876.71,0,0.2259,"MOR_SPN_TRAP"
2010,2,4,3,12,1042.24,0,0.2366,"MOR_SPN_TRAP"
2011,2,4,3,12,674.97,0,0.2259,"MOR_SPN_TRAP"
2012,2,4,4,13,93.3709318065628,0,0.317,"MOR_POR_TRAP"
2013,2,4,4,13,128.395381248634,0,0.349,"MOR_POR_TRAP"
2014,2,4,4,13,63.2592892996281,0,0.339,"MOR_POR_TRAP"
2015,2,4,4,13,97.6581378585737,0,0.349,"MOR_POR_TRAP"
2016,2,4,4,13,95.873335339067,0,0.358,"MOR_POR_TRAP"
2017,2,4,4,13,109.204154157444,0,0.364,"MOR_POR_TRAP"
2018,2,4,4,13,72.339702117943,0,0.361,"MOR_POR_TRAP"
2019,2,4,4,13,99.6637406897719,0,0.344,"MOR_POR_TRAP"
2020,2,4,4,13,103.89574666386,0,0.337,"MOR_POR_TRAP"
2021,2,4,4,13,158.074623145173,0,0.301,"MOR_POR_TRAP"
1975,2,4,5,2,1.9,0,0.15,"JPN_LL_Eatl_Med"
1976,2,4,5,2,2.15,0,0.12,"JPN_LL_Eatl_Med"
1977,2,4,5,2,3.53,0,0.14,"JPN_LL_Eatl_Med"
1978,2,4,5,2,1.5,0,0.15,"JPN_LL_Eatl_Med"
1979,2,4,5,2,2.7,0,0.14,"JPN_LL_Eatl_Med"
1980,2,4,5,2,1.69,0,0.16,"JPN_LL_Eatl_Med"
1981,2,4,5,2,1.63,0,0.17,"JPN_LL_Eatl_Med"
1982,2,4,5,2,3.32,0,0.13,"JPN_LL_Eatl_Med"
1983,2,4,5,2,2.12,0,0.13,"JPN_LL_Eatl_Med"
1984,2,4,5,2,1.62,0,0.12,"JPN_LL_Eatl_Med"
1985,2,4,5,2,1.75,0,0.15,"JPN_LL_Eatl_Med"
1986,2,4,5,2,1.32,0,0.14,"JPN_LL_Eatl_Med"
1987,2,4,5,2,2.16,0,0.13,"JPN_LL_Eatl_Med"
1988,2,4,5,2,1.35,0,0.14,"JPN_LL_Eatl_Med"
1989,2,4,5,2,1.05,0,0.16,"JPN_LL_Eatl_Med"
1990,2,4,5,2,1.41,0,0.14,"JPN_LL_Eatl_Med"
1991,2,4,5,2,1.21,0,0.13,"JPN_LL_Eatl_Med"
1992,2,4,5,2,1.03,0,0.14,"JPN_LL_Eatl_Med"
1993,2,4,5,2,1.04,0,0.14,"JPN_LL_Eatl_Med"
1994,2,4,5,2,1.12,0,0.16,"JPN_LL_Eatl_Med"
1995,2,4,5,2,1.42,0,0.15,"JPN_LL_Eatl_Med"
1996,2,4,5,2,0.5,0,0.22,"JPN_LL_Eatl_Med"
1997,2,4,5,2,0.53,0,0.21,"JPN_LL_Eatl_Med"
1998,2,4,5,2,0.71,0,0.17,"JPN_LL_Eatl_Med"
1999,2,4,5,2,0.64,0,0.22,"JPN_LL_Eatl_Med"
2000,2,4,5,2,0.74,0,0.2,"JPN_LL_Eatl_Med"
2001,2,4,5,2,0.96,0,0.17,"JPN_LL_Eatl_Med"
2002,2,4,5,2,2.05,0,0.15,"JPN_LL_Eatl_Med"
2003,2,4,5,2,1.7,0,0.13,"JPN_LL_Eatl_Med"
2004,2,4,5,2,0.82,0,0.18,"JPN_LL_Eatl_Med"
2005,2,4,5,2,0.88,0,0.15,"JPN_LL_Eatl_Med"
2006,2,4,5,2,1.91,0,0.15,"JPN_LL_Eatl_Med"
2007,2,4,5,2,0.94,0,0.19,"JPN_LL_Eatl_Med"
2008,2,4,5,2,1.22,0,0.17,"JPN_LL_Eatl_Med"
2009,2,4,5,2,1.04,0,0.24,"JPN_LL_Eatl_Med"
1990,4,5,6,2,0.467131718063312,0,0.192821361,"JPN_LL_NEAtl1"
1991,4,5,6,2,0.495295598765591,0,0.178626668,"JPN_LL_NEAtl1"
1992,4,5,6,2,0.923136971758944,0,0.130363788,"JPN_LL_NEAtl1"
1993,4,5,6,2,0.733374211851598,0,0.103408108,"JPN_LL_NEAtl1"
1994,4,5,6,2,1.03197820389028,0,0.12693418,"JPN_LL_NEAtl1"
1995,4,5,6,2,1.0630006616153,0,0.115034273,"JPN_LL_NEAtl1"
1996,4,5,6,2,2.48484071389024,0,0.127668281,"JPN_LL_NEAtl1"
1997,4,5,6,2,1.61255212508657,0,0.132734315,"JPN_LL_NEAtl1"
1998,4,5,6,2,0.824155290799431,0,0.137636137,"JPN_LL_NEAtl1"
1999,4,5,6,2,1.09359648097592,0,0.130990095,"JPN_LL_NEAtl1"
2000,4,5,6,2,1.1279222460392,0,0.109501014,"JPN_LL_NEAtl1"
2001,4,5,6,2,1.40827927916217,0,0.115957955,"JPN_LL_NEAtl1"
2002,4,5,6,2,0.956091228924612,0,0.117876039,"JPN_LL_NEAtl1"
2003,4,5,6,2,1.01469636640086,0,0.155014327,"JPN_LL_NEAtl1"
2004,4,5,6,2,0.944158384782512,0,0.116240162,"JPN_LL_NEAtl1"
2005,4,5,6,2,0.734876111350503,0,0.108731556,"JPN_LL_NEAtl1"
2006,4,5,6,2,0.853682128455592,0,0.113217492,"JPN_LL_NEAtl1"
2007,4,5,6,2,0.948662398871132,0,0.112327468,"JPN_LL_NEAtl1"
2008,4,5,6,2,1.01257267983998,0,0.12324621,"JPN_LL_NEAtl1"
2009,4,5,6,2,1.63452583528728,0,0.116549006,"JPN_LL_NEAtl1"
2010,4,5,7,18,2.2544733881702,0,0.132909595,"JPN_LL_NEAtl2"
2011,4,5,7,18,3.94199629994949,0,0.168121443,"JPN_LL_NEAtl2"
2012,4,5,7,18,8.60915021036028,0,0.223665893,"JPN_LL_NEAtl2"
2013,4,5,7,18,7.12326147083529,0,0.178294867,"JPN_LL_NEAtl2"
2014,4,5,7,18,8.2191995299102,0,0.234486917,"JPN_LL_NEAtl2"
2015,4,5,7,18,6.52556296787097,0,0.24264976,"JPN_LL_NEAtl2"
2016,4,5,7,18,5.89755877575928,0,0.206327542,"JPN_LL_NEAtl2"
2017,4,5,7,18,7.40097367167426,0,0.242018356,"JPN_LL_NEAtl2"
2018,4,5,7,18,8.88247141548436,0,0.248991179,"JPN_LL_NEAtl2"
2019,4,5,7,18,8.47695011379857,0,0.240284492,"JPN_LL_NEAtl2"
2020,4,5,7,18,6.20493416739915,0,0.206938734,"JPN_LL_NEAtl2"
2021,4,5,7,18,6.06671393428796,0,0.207704997,"JPN_LL_NEAtl2"
1995,3,2,8,15,1.33,1,0.15,"US_RR_66_114"
1996,3,2,8,15,1.34,1,0.15,"US_RR_66_114"
1997,3,2,8,15,2.69,1,0.12,"US_RR_66_114"
1998,3,2,8,15,0.97,1,0.12,"US_RR_66_114"
1999,3,2,8,15,0.79,1,0.21,"US_RR_66_114"
2000,3,2,8,15,1.16,1,0.21,"US_RR_66_114"
2001,3,2,8,15,0.47,1,0.14,"US_RR_66_114"
2002,3,2,8,15,0.97,1,0.18,"US_RR_66_114"
2003,3,2,8,15,0.58,1,0.11,"US_RR_66_114"
2004,3,2,8,15,1.77,1,0.11,"US_RR_66_114"
2005,3,2,8,15,1.68,1,0.12,"US_RR_66_114"
2006,3,2,8,15,0.64,1,0.19,"US_RR_66_114"
2007,3,2,8,15,0.54,1,0.11,"US_RR_66_114"
2008,3,2,8,15,0.34,1,0.13,"US_RR_66_114"
2009,3,2,8,15,0.54,1,0.14,"US_RR_66_114"
2010,3,2,8,15,0.63,1,0.13,"US_RR_66_114"
2011,3,2,8,15,0.81,1,0.14,"US_RR_66_114"
2012,3,2,8,15,0.96,1,0.15,"US_RR_66_114"
2013,3,2,8,15,0.99,1,0.15,"US_RR_66_114"
2014,3,2,8,15,0.82,1,0.18,"US_RR_66_114"
2015,3,2,8,15,0.43,1,0.17,"US_RR_66_114"
2016,3,2,8,15,0.46,1,0.18,"US_RR_66_114"
2017,3,2,8,15,0.96,1,0.17,"US_RR_66_114"
2018,3,2,8,15,0.82,1,0.18,"US_RR_66_114"
2019,3,2,8,15,1.23,1,0.15,"US_RR_66_114"
2020,3,2,8,15,2.07,1,0.17,"US_RR_66_114"
1995,3,2,9,15,0.86,2,0.2,"US_RR_115_144"
1996,3,2,9,15,1.18,2,0.2,"US_RR_115_144"
1997,3,2,9,15,0.3,2,0.22,"US_RR_115_144"
1998,3,2,9,15,0.79,2,0.17,"US_RR_115_144"
1999,3,2,9,15,1.26,2,0.26,"US_RR_115_144"
2000,3,2,9,15,0.84,2,0.3,"US_RR_115_144"
2001,3,2,9,15,1.7,2,0.16,"US_RR_115_144"
2002,3,2,9,15,1.56,2,0.22,"US_RR_115_144"
2003,3,2,9,15,0.81,2,0.14,"US_RR_115_144"
2004,3,2,9,15,0.9,2,0.15,"US_RR_115_144"
2005,3,2,9,15,0.86,2,0.18,"US_RR_115_144"
2006,3,2,9,15,1.01,2,0.25,"US_RR_115_144"
2007,3,2,9,15,1.19,2,0.13,"US_RR_115_144"
2008,3,2,9,15,1.81,2,0.13,"US_RR_115_144"
2009,3,2,9,15,0.68,2,0.2,"US_RR_115_144"
2010,3,2,9,15,1.74,2,0.15,"US_RR_115_144"
2011,3,2,9,15,0.59,2,0.2,"US_RR_115_144"
2012,3,2,9,15,0.52,2,0.24,"US_RR_115_144"
2013,3,2,9,15,2.36,2,0.18,"US_RR_115_144"
2014,3,2,9,15,0.81,2,0.24,"US_RR_115_144"
2015,3,2,9,15,0.26,2,0.28,"US_RR_115_144"
2016,3,2,9,15,1.03,2,0.21,"US_RR_115_144"
2017,3,2,9,15,0.87,2,0.24,"US_RR_115_144"
2018,3,2,9,15,0.11,2,0.54,"US_RR_115_144"
2019,3,2,9,15,1.72,2,0.2,"US_RR_115_144"
2020,3,2,9,15,0.24,2,0.42,"US_RR_115_144"
1993,3,2,10,16,0.460939911254418,NA,0.154104497,"US_RR_177"
1994,3,2,10,16,0.657173255907733,NA,0.200125204,"US_RR_177"
1995,3,2,10,16,1.40997561723973,NA,0.302513198,"US_RR_177"
1996,3,2,10,16,2.5181950921689,NA,0.494794019,"US_RR_177"
1997,3,2,10,16,1.10252434681439,NA,0.2441316,"US_RR_177"
1998,3,2,10,16,1.47073520008641,NA,0.296440289,"US_RR_177"
1999,3,2,10,16,1.46575784852763,NA,0.300239851,"US_RR_177"
2000,3,2,10,16,0.89662497889202,NA,0.229771234,"US_RR_177"
2001,3,2,10,16,1.87663900139257,NA,0.408020381,"US_RR_177"
2002,3,2,10,16,1.79323708065493,NA,0.347168948,"US_RR_177"
2003,3,2,10,16,0.529799000693619,NA,0.176743238,"US_RR_177"
2004,3,2,10,16,0.366811352346661,NA,0.165387115,"US_RR_177"
2005,3,2,10,16,0.423438248750085,NA,0.171081956,"US_RR_177"
2006,3,2,10,16,0.27898769915191,NA,0.186248244,"US_RR_177"
2007,3,2,10,16,0.306227316526141,NA,0.160082365,"US_RR_177"
2008,3,2,10,16,0.319664055754253,NA,0.161413008,"US_RR_177"
2009,3,2,10,16,0.375845325161185,NA,0.164577221,"US_RR_177"
2010,3,2,10,16,0.715919471069918,NA,0.199202877,"US_RR_177"
2011,3,2,10,16,0.66888870848515,NA,0.191479339,"US_RR_177"
2012,3,2,10,16,0.580330454946891,NA,0.179936067,"US_RR_177"
2013,3,2,10,16,0.372075835101046,NA,0.154464523,"US_RR_177"
2014,3,2,10,16,0.48910524463144,NA,0.169458266,"US_RR_177"
2015,3,2,10,16,0.786157922340654,NA,0.201371539,"US_RR_177"
2016,3,2,10,16,0.976502871526666,NA,0.225734889,"US_RR_177"
2017,3,2,10,16,1.50929463404805,NA,0.296892427,"US_RR_177"
2018,3,2,10,16,1.46328281051979,NA,0.291428486,"US_RR_177"
2019,3,2,10,16,1.66644466122602,NA,0.320708093,"US_RR_177"
2020,3,2,10,16,1.41265711776458,NA,0.283792529,"US_RR_177"
2021,3,2,10,16,1.2487741772249,NA,0.268167683,"US_RR_177"
1980,3,2,11,15,0.799,3,0.43,"US_RR_145"
1981,3,2,11,15,0.399,3,0.52,"US_RR_145"
1982,3,2,11,15,2.102,3,0.33,"US_RR_145"
1983,3,2,11,15,1.114,3,0.26,"US_RR_145"
1985,3,2,11,15,0.63,3,0.64,"US_RR_145"
1986,3,2,11,15,0.778,3,0.43,"US_RR_145"
1987,3,2,11,15,1.219,3,0.4,"US_RR_145"
1988,3,2,11,15,0.988,3,0.38,"US_RR_145"
1989,3,2,11,15,0.988,3,0.43,"US_RR_145"
1990,3,2,11,15,0.904,3,0.34,"US_RR_145"
1991,3,2,11,15,1.261,3,0.35,"US_RR_145"
1992,3,2,11,15,0.82,3,0.42,"US_RR_145"
1983,3,2,12,16,2.805,5,0.1,"US_RR_195"
1984,3,2,12,16,1.246,5,0.188,"US_RR_195"
1985,3,2,12,16,0.857,5,0.3,"US_RR_195"
1986,3,2,12,16,0.503,5,1.097,"US_RR_195"
1987,3,2,12,16,0.529,5,0.476,"US_RR_195"
1988,3,2,12,16,0.941,5,0.364,"US_RR_195"
1989,3,2,12,16,0.763,5,0.364,"US_RR_195"
1990,3,2,12,16,0.626,5,0.335,"US_RR_195"
1991,3,2,12,16,0.82,5,0.284,"US_RR_195"
1992,3,2,12,16,0.91,5,0.276,"US_RR_195"
1987,2,1,13,1,1.32,0,0.29,"US_GOM_PLL1"
1988,2,1,13,1,0.64,0,0.32,"US_GOM_PLL1"
1989,2,1,13,1,0.99,0,0.31,"US_GOM_PLL1"
1990,2,1,13,1,0.77,0,0.32,"US_GOM_PLL1"
1991,2,1,13,1,1.29,0,0.3,"US_GOM_PLL1"
1992,2,1,14,1,1.14,0,0.35,"US_GOM_PLL2"
1993,2,1,14,1,0.64,0,0.36,"US_GOM_PLL2"
1994,2,1,14,1,0.47,0,0.39,"US_GOM_PLL2"
1995,2,1,14,1,0.44,0,0.39,"US_GOM_PLL2"
1996,2,1,14,1,0.25,0,0.4,"US_GOM_PLL2"
1997,2,1,14,1,0.47,0,0.36,"US_GOM_PLL2"
1998,2,1,14,1,0.5,0,0.37,"US_GOM_PLL2"
1999,2,1,14,1,0.84,0,0.33,"US_GOM_PLL2"
2000,2,1,14,1,1.25,0,0.33,"US_GOM_PLL2"
2001,2,1,14,1,0.71,0,0.38,"US_GOM_PLL2"
2002,2,1,14,1,0.66,0,0.39,"US_GOM_PLL2"
2003,2,1,14,1,1.2,0,0.32,"US_GOM_PLL2"
2004,2,1,14,1,1.09,0,0.32,"US_GOM_PLL2"
2005,2,1,14,1,0.82,0,0.34,"US_GOM_PLL2"
2006,2,1,14,1,0.58,0,0.39,"US_GOM_PLL2"
2007,2,1,14,1,0.77,0,0.38,"US_GOM_PLL2"
2008,2,1,14,1,1.79,0,0.33,"US_GOM_PLL2"
2009,2,1,14,1,1.47,0,0.35,"US_GOM_PLL2"
2010,2,1,14,1,1.23,0,0.34,"US_GOM_PLL2"
2011,2,1,14,1,1.1,0,0.48,"US_GOM_PLL2"
2012,2,1,14,1,3.42,0,0.37,"US_GOM_PLL2"
2013,2,1,14,1,1.24,0,0.42,"US_GOM_PLL2"
2014,2,1,14,1,0.96,0,0.44,"US_GOM_PLL2"
2015,2,1,14,1,1.03,0,0.47,"US_GOM_PLL2"
2016,2,1,14,1,1.1,0,0.47,"US_GOM_PLL2"
2017,2,1,14,1,0.82,0,0.48,"US_GOM_PLL2"
2018,2,1,14,1,1.04,0,0.51,"US_GOM_PLL2"
2019,2,1,14,1,0.62,0,0.59,"US_GOM_PLL2"
2020,2,1,14,1,1.21,0,0.59,"US_GOM_PLL2"
1974,2,1,15,2,0.968,0,0.266,"JPLL_GOM"
1975,2,1,15,2,0.534,0,0.205,"JPLL_GOM"
1976,2,1,15,2,0.666,0,0.207,"JPLL_GOM"
1977,2,1,15,2,0.913,0,0.216,"JPLL_GOM"
1978,2,1,15,2,0.876,0,0.225,"JPLL_GOM"
1979,2,1,15,2,1.287,0,0.283,"JPLL_GOM"
1980,2,1,15,2,1.158,0,0.265,"JPLL_GOM"
1981,2,1,15,2,0.553,0,0.239,"JPLL_GOM"
1976,4,2,16,2,0.387455770916308,0,0.39307034,"JPN_LL_West1"
1977,4,2,16,2,0.975303364930835,0,0.357749305,"JPN_LL_West1"
1978,4,2,16,2,0.793525781993463,0,0.399063593,"JPN_LL_West1"
1979,4,2,16,2,0.811571446360119,0,0.321752558,"JPN_LL_West1"
1980,4,2,16,2,1.46538091248908,0,0.338682474,"JPN_LL_West1"
1981,4,2,16,2,1.17798990219491,0,0.316714148,"JPN_LL_West1"
1982,4,2,16,2,0.827724740776024,0,0.321268351,"JPN_LL_West1"
1983,4,2,16,2,0.491367790121959,0,0.354317691,"JPN_LL_West1"
1984,4,2,16,2,0.717060278193482,0,0.329159659,"JPN_LL_West1"
1985,4,2,16,2,0.889642939450935,0,0.310603783,"JPN_LL_West1"
1986,4,2,16,2,0.0154278197058552,0,0.482941322,"JPN_LL_West1"
1987,4,2,16,2,0.40589114590661,0,0.327022835,"JPN_LL_West1"
1988,4,2,16,2,0.36243483019452,0,0.37355951,"JPN_LL_West1"
1989,4,2,16,2,0.738180915506269,0,0.3397027,"JPN_LL_West1"
1990,4,2,16,2,0.511090449034541,0,0.338137784,"JPN_LL_West1"
1991,4,2,16,2,0.628994374542802,0,0.337268555,"JPN_LL_West1"
1992,4,2,16,2,1.10233580206407,0,0.3242863,"JPN_LL_West1"
1993,4,2,16,2,1.03801472873726,0,0.318952625,"JPN_LL_West1"
1994,4,2,16,2,0.956008016845674,0,0.308601661,"JPN_LL_West1"
1995,4,2,16,2,0.672273258410277,0,0.353284046,"JPN_LL_West1"
1996,4,2,16,2,2.31455692143211,0,0.349562432,"JPN_LL_West1"
1997,4,2,16,2,1.68333177189564,0,0.332482271,"JPN_LL_West1"
1998,4,2,16,2,0.790385484683293,0,0.353032587,"JPN_LL_West1"
1999,4,2,16,2,1.14118109114807,0,0.329509515,"JPN_LL_West1"
2000,4,2,16,2,1.11868030857678,0,0.331514863,"JPN_LL_West1"
2001,4,2,16,2,0.93529696739216,0,0.338302654,"JPN_LL_West1"
2002,4,2,16,2,0.840087892507391,0,0.343708758,"JPN_LL_West1"
2003,4,2,16,2,1.27913603877315,0,0.370809036,"JPN_LL_West1"
2004,4,2,16,2,1.1988572654678,0,0.38586795,"JPN_LL_West1"
2005,4,2,16,2,1.07620380591262,0,0.326109775,"JPN_LL_West1"
2006,4,2,16,2,1.60087261890844,0,0.358674169,"JPN_LL_West1"
2007,4,2,16,2,0.990001351118312,0,0.433249846,"JPN_LL_West1"
2008,4,2,16,2,1.54532486941457,0,0.490099118,"JPN_LL_West1"
2009,4,2,16,2,2.54904670089932,0,0.467048916,"JPN_LL_West1"
2010,4,2,17,18,0.183215871604334,0,0.410533751,"JPN_LL_West2"
2011,4,2,17,18,0.626282945398774,0,0.325473389,"JPN_LL_West2"
2012,4,2,17,18,0.808904994950562,0,0.347083357,"JPN_LL_West2"
2013,4,2,17,18,0.639793070539549,0,0.335485546,"JPN_LL_West2"
2014,4,2,17,18,0.690596396333768,0,0.372379625,"JPN_LL_West2"
2015,4,2,17,18,0.438298324839015,0,0.34051065,"JPN_LL_West2"
2016,4,2,17,18,1.04578487526759,0,0.386275025,"JPN_LL_West2"
2017,4,2,17,18,1.13798812754503,0,0.416485764,"JPN_LL_West2"
2018,4,2,17,18,2.16018937866665,0,0.391510561,"JPN_LL_West2"
2019,4,2,17,18,1.8795314199998,0,0.376436666,"JPN_LL_West2"
2020,4,2,17,18,1.41904672624153,0,0.426671377,"JPN_LL_West2"
2021,4,2,17,18,1.23667316736238,0,0.356085678,"JPN_LL_West2"
1988,3,3,18,14,0.0149143605323498,0,0.353,"CAN GSL"
1989,3,3,18,14,0.0484716717301369,0,0.313,"CAN GSL"
1990,3,3,18,14,0.0377519750975105,0,0.276,"CAN GSL"
1991,3,3,18,14,0.0219054670318888,0,0.333,"CAN GSL"
1992,3,3,18,14,0.0741057288951132,0,0.274,"CAN GSL"
1993,3,3,18,14,0.0671146223955742,0,0.237,"CAN GSL"
1994,3,3,18,14,0.0284304997647919,0,0.249,"CAN GSL"
1995,3,3,18,14,0.0703771387620257,0,0.244,"CAN GSL"
1996,3,3,18,14,0.00978754909935457,0,0.235,"CAN GSL"
1997,3,3,18,14,0.0130500654658061,0,0.241,"CAN GSL"
1998,3,3,18,14,0.020507245731981,0,0.235,"CAN GSL"
1999,3,3,18,14,0.0302947948313356,0,0.237,"CAN GSL"
2000,3,3,18,14,0.0293626472980637,0,0.215,"CAN GSL"
2001,3,3,18,14,0.0223715407985247,0,0.226,"CAN GSL"
2002,3,3,18,14,NA,0,NA,"CAN GSL"
2003,3,3,18,14,0.0647842535623946,0,0.208,"CAN GSL"
2004,3,3,18,14,0.143084646357231,0,0.198,"CAN GSL"
2005,3,3,18,14,0.0964772696936379,0,0.19,"CAN GSL"
2006,3,3,18,14,0.0783003927948366,0,0.192,"CAN GSL"
2007,3,3,18,14,0.169650851055479,0,0.193,"CAN GSL"
2008,3,3,18,14,0.111391630225988,0,0.189,"CAN GSL"
2009,3,3,18,14,0.278712112448287,0,0.191,"CAN GSL"
2010,3,3,18,14,0.437177193104504,0,0.221,"CAN GSL"
2011,3,3,18,14,0.295024694280545,0,0.189,"CAN GSL"
2012,3,3,18,14,0.306676538446443,0,0.185,"CAN GSL"
2013,3,3,18,14,0.293626472980637,0,0.186,"CAN GSL"
2014,3,3,18,14,0.320192677678885,0,0.187,"CAN GSL"
2015,3,3,18,14,0.243756579950592,0,0.185,"CAN GSL"
2016,3,3,18,14,0.296422915580453,0,0.186,"CAN GSL"
2017,3,3,18,14,0.26006916178285,0,0.187,"CAN GSL"
2018,3,3,18,14,0.260535235549486,0,0.188,"CAN GSL"
2019,3,3,18,14,0.26239953061603,0,0.188,"CAN GSL"
2020,3,3,18,14,0.28989788284755,0,0.189,"CAN GSL"
