Year,age,Prob(East),BFT_Area,Quarter
2011,9,0.07,W_ATL,1
2011,5,0.076,W_ATL,2
2011,8,0.11,W_ATL,1
2011,7,0.652,W_ATL,1
2011,11,0.114,W_ATL,1
1975,6,0.076,W_ATL,1
2011,7,0.19,W_ATL,1
2011,8,0.012,W_ATL,1
2011,6,0.19,W_ATL,1
2011,4,0.202,W_ATL,1
2011,1,0.086,W_ATL,3
2011,6,0.412,W_ATL,1
2011,6,0.914,W_ATL,1
2011,4,0.004,W_ATL,2
2011,7,0.016,W_ATL,1
2011,8,0.106,W_ATL,1
1975,11,0.066,W_ATL,1
2011,8,0.19,W_ATL,1
2011,7,0.186,W_ATL,1
2011,7,0.408,W_ATL,1
2011,9,0.316,W_ATL,1
2011,1,0.106,W_ATL,3
2011,5,0.186,W_ATL,1
2011,7,0.284,W_ATL,1
2011,6,0.33,W_ATL,1
2011,5,0.064,W_ATL,2
2011,6,0.342,W_ATL,1
1975,8,0.202,W_ATL,1
2011,5,0.772,W_ATL,1
2011,6,0.18,W_ATL,1
2011,8,0.188,W_ATL,1
2011,10,0.274,W_ATL,1
2011,1,0.072,W_ATL,3
2011,6,0.788,W_ATL,1
2011,7,0.722,W_ATL,1
2011,7,0.872,W_ATL,1
2011,9,0.348,W_ATL,1
2011,4,0.086,W_ATL,2
1975,6,0.392,W_ATL,1
2011,7,0.41,W_ATL,1
2011,6,0.852,W_ATL,1
2011,5,0.85,W_ATL,1
2011,7,0.022,W_ATL,1
2011,1,0.06,W_ATL,3
2011,5,0.508,W_ATL,1
2011,5,0.936,W_ATL,1
2011,6,0.238,W_ATL,1
2011,6,0.108,W_ATL,1
2011,7,0.108,W_ATL,1
1975,4,0.072,W_ATL,2
2011,4,0.128,W_ATL,2
2011,6,0.53,W_ATL,1
2011,7,0.746,W_ATL,1
2011,8,0.85,W_ATL,1
2011,1,0.022,W_ATL,3
2011,5,0.64,W_ATL,1
2011,5,0.348,W_ATL,1
2011,7,0.1,W_ATL,1
2011,9,0.362,W_ATL,1
2011,8,0.144,W_ATL,1
1975,7,0.782,W_ATL,1
1975,8,0.158,W_ATL,1
2011,4,0.098,W_ATL,2
2011,7,0.104,W_ATL,1
2011,8,0.532,W_ATL,1
2011,1,0.106,W_ATL,3
2011,9,0.064,W_ATL,1
2011,8,0.104,W_ATL,1
2011,18,0.942,W_ATL,1
2011,7,0.278,W_ATL,1
2011,8,0.224,W_ATL,1
2011,8,0.074,W_ATL,1
1975,9,0.19,W_ATL,1
2011,8,0.104,W_ATL,1
2011,3,0.138,W_ATL,2
2011,9,0.416,W_ATL,1
2011,1,0.066,W_ATL,3
2011,8,0.444,W_ATL,1
2011,9,0.848,W_ATL,1
2011,8,0.082,W_ATL,1
2011,8,0.044,W_ATL,1
2011,10,0.318,W_ATL,1
2011,11,0.42,W_ATL,1
1975,9,0.922,W_ATL,1
2011,6,0.894,W_ATL,1
2011,9,0.952,W_ATL,1
2011,3,0.108,W_ATL,2
2011,2,0.342,W_ATL,3
2011,7,0.11,W_ATL,1
2011,8,0.156,W_ATL,1
2011,9,0.242,W_ATL,1
2011,10,0.846,W_ATL,1
2011,8,0.75,W_ATL,1
2011,8,0.32,W_ATL,1
1975,9,0.052,W_ATL,1
2011,8,0.146,W_ATL,1
2011,8,0.262,W_ATL,1
2011,6,0.254,W_ATL,1
2011,2,0.64,W_ATL,3
2011,7,0.216,W_ATL,2
2011,5,0.066,W_ATL,1
2011,8,0.264,W_ATL,1
2011,8,0.252,W_ATL,1
2011,9,0.134,W_ATL,1
2011,8,0.062,W_ATL,1
1975,8,0.214,W_ATL,1
2011,9,0.004,W_ATL,1
2011,6,0.218,W_ATL,1
2011,9,0.756,W_ATL,1
2011,2,0.088,W_ATL,3
2011,2,0.026,W_ATL,3
2011,8,0.058,W_ATL,1
2011,5,0.13,W_ATL,2
2011,10,0.224,W_ATL,1
2011,7,0.2,W_ATL,1
2011,9,0.038,W_ATL,1
1975,9,0.06,W_ATL,1
2011,7,0.038,W_ATL,1
2011,8,0.01,W_ATL,1
2011,6,0.012,W_ATL,1
2011,5,0.076,W_ATL,2
2011,2,0.332,W_ATL,3
2011,5,0.074,W_ATL,2
2011,6,0.19,W_ATL,2
2011,4,0.23,W_ATL,2
2011,4,0.058,W_ATL,2
2011,3,0.004,W_ATL,2
1975,4,0.02,W_ATL,2
2011,5,0.408,W_ATL,2
2011,5,0.058,W_ATL,2
2011,6,0.066,W_ATL,2
2011,4,0.096,W_ATL,2
2011,3,0.914,W_ATL,2
2011,4,0.068,W_ATL,2
2011,4,0.07,W_ATL,2
2011,4,0.022,W_ATL,2
2011,4,0.064,W_ATL,2
2011,4,0.042,W_ATL,2
1975,6,0.132,W_ATL,2
2011,6,0.17,W_ATL,2
2011,5,0.104,W_ATL,2
2011,5,0.022,W_ATL,2
2011,4,0.132,W_ATL,2
2011,3,0.954,W_ATL,2
2011,4,0.116,W_ATL,2
2011,6,0.092,W_ATL,2
2011,5,0.146,W_ATL,2
2011,5,0.028,W_ATL,2
2011,4,0.058,W_ATL,2
1975,4,0.236,W_ATL,2
2011,4,0.276,W_ATL,2
2011,4,0.03,W_ATL,2
2011,7,0.262,W_ATL,2
2011,6,0.084,W_ATL,2
2011,1,0.778,W_ATL,3
2011,6,0.076,W_ATL,2
2011,5,0.03,W_ATL,2
2011,5,0.152,W_ATL,2
2011,5,0.102,W_ATL,2
2011,5,0.392,W_ATL,2
1975,5,0.274,W_ATL,2
2011,4,0.04,W_ATL,2
2011,4,0.022,W_ATL,2
2011,3,0.022,W_ATL,2
2011,6,0.178,W_ATL,2
2011,1,0.656,W_ATL,3
2011,6,0.054,W_ATL,2
2011,5,0.136,W_ATL,2
2011,6,0.186,W_ATL,2
2011,3,0.084,W_ATL,2
2011,3,0.654,W_ATL,2
1975,3,0.574,W_ATL,2
1975,3,0.452,W_ATL,2
2011,3,0.384,W_ATL,2
2011,3,0.096,W_ATL,2
2011,7,0.652,W_ATL,2
2011,2,0.01,W_ATL,3
2011,6,0.2,W_ATL,2
2011,5,0.654,W_ATL,2
2011,5,0.67,W_ATL,2
2011,5,0.062,W_ATL,2
2011,5,0.078,W_ATL,2
2011,4,0.374,W_ATL,2
1975,4,0.064,W_ATL,2
2011,8,0.09,W_ATL,2
2011,6,0.264,W_ATL,2
2011,5,0.206,W_ATL,2
2011,2,0.128,W_ATL,3
2011,5,0.078,W_ATL,2
2011,5,0.19,W_ATL,2
2011,5,0.08,W_ATL,2
2011,5,0.22,W_ATL,2
2011,4,0.342,W_ATL,2
2011,4,0.346,W_ATL,2
1975,3,0.282,W_ATL,2
2011,7,0.772,W_ATL,2
2011,3,0.13,W_ATL,2
2011,5,0.084,W_ATL,2
2011,2,0.8,W_ATL,3
2011,5,0.212,W_ATL,2
2011,4,0.098,W_ATL,2
2011,4,0.252,W_ATL,2
2011,4,0.004,W_ATL,2
2011,4,0.19,W_ATL,2
2011,6,0.022,W_ATL,2
1975,5,0.082,W_ATL,2
2011,4,0.42,W_ATL,2
2011,3,0.218,W_ATL,2
2011,10,0.072,W_ATL,2
2011,2,0.876,W_ATL,3
2011,5,0.092,W_ATL,3
2011,12,0.168,W_ATL,3
2011,11,0.044,W_ATL,3
2011,11,0.064,W_ATL,3
2011,20,0.054,W_ATL,3
2011,17,0.242,W_ATL,3
1975,12,0.108,W_ATL,3
2011,11,0.12,W_ATL,3
2011,9,0.1,W_ATL,3
2011,9,0.36,W_ATL,3
2011,3,0.706,E_ATL,2
2011,3,0.956,E_ATL,2
2011,2,0.948,E_ATL,2
2011,NA,0.758,E_ATL,2
2011,2,0.541,E_ATL,2
2011,2,0.704,E_ATL,2
2011,2,0.963,E_ATL,2
1975,1,0.974218,E_ATL,3
2011,2,0.988285,E_ATL,3
2011,1,0.90528,E_ATL,3
2011,2,0.972217,E_ATL,3
2011,NA,0.765,E_ATL,3
2011,1,0.979345,E_ATL,3
2011,NA,0.594492,E_ATL,3
2011,NA,0.815329,E_ATL,3
2011,NA,0.952723,E_ATL,3
2011,1,0.936621,E_ATL,3
2011,NA,0.988088,E_ATL,3
1975,NA,0.964237,E_ATL,3
2011,NA,0.805983,E_ATL,3
2011,NA,0.61436,E_ATL,3
2011,NA,0.996919,E_ATL,3
2011,NA,0.955603,E_ATL,3
2011,NA,0.912,E_ATL,3
2011,NA,0.522,E_ATL,3
2011,NA,0.826,E_ATL,3
2011,NA,0.993995,E_ATL,3
2011,NA,0.705,E_ATL,3
2011,1,0.998713,E_ATL,3
1975,NA,0.84,E_ATL,3
2011,NA,0.58,E_ATL,3
2011,NA,0.75,E_ATL,3
2011,1,0.873,E_ATL,3
2011,1,0.85,E_ATL,3
2011,1,0.887,E_ATL,3
2011,2,0.964,E_ATL,3
2011,2,0.509,E_ATL,3
2011,1,0.972,E_ATL,3
2011,NA,0.512,E_ATL,3
2011,NA,0.634,E_ATL,3
1975,NA,0.498,E_ATL,3
2011,NA,0.723,E_ATL,3
2011,NA,0.848,E_ATL,3
2011,NA,0.835,E_ATL,3
2011,NA,0.782,E_ATL,3
2011,NA,0.444,E_ATL,3
2011,NA,0.346,E_ATL,3
2011,NA,0.84,E_ATL,3
2011,NA,0.892,E_ATL,3
2011,NA,0.451,E_ATL,3
2011,NA,0.851,E_ATL,3
1975,NA,0.683,E_ATL,3
2011,NA,0.647,E_ATL,3
2011,1,0.775,E_ATL,3
2011,1,0.963,E_ATL,3
2011,1,0.919,E_ATL,3
2011,1,0.984,E_ATL,3
2011,1,0.723,E_ATL,3
2011,1,0.97,E_ATL,3
2011,1,0.649,E_ATL,3
2011,3,0.71,E_ATL,3
2011,3,0.781,E_ATL,3
2011,4,0.887,E_ATL,3
2011,2,0.916,E_ATL,3
2011,NA,0.75,E_ATL,3
2011,1,0.949,E_ATL,3
2011,1,0.78,E_ATL,3
2011,1,0.76,E_ATL,3
2011,NA,0.882,E_ATL,3
2011,NA,0.917,E_ATL,3
2011,NA,0.727,E_ATL,3
2011,NA,0.736,E_ATL,3
2011,NA,0.686,E_ATL,3
2011,NA,0.897,E_ATL,3
2011,NA,0.842,E_ATL,3
2011,NA,0.918,E_ATL,3
2011,NA,0.92,E_ATL,3
2011,NA,0.586,E_ATL,3
2011,NA,0.736,E_ATL,3
2011,4,0.666,E_ATL,3
2011,4,0.862,E_ATL,3
2011,4,0.42,E_ATL,3
2011,2,0.897,E_ATL,3
2011,1,0.763,E_ATL,3
2012,NA,0.85,E_ATL,3
2012,NA,0.795,E_ATL,3
2012,NA,0.117,E_ATL,3
2012,NA,0.282,E_ATL,3
2012,NA,0.833,E_ATL,3
2012,NA,0.671,E_ATL,3
2012,NA,0.778,E_ATL,3
2012,NA,0.743,E_ATL,3
2012,NA,0.96,E_ATL,3
2012,NA,0.932,E_ATL,3
2012,NA,0.664,E_ATL,3
2012,NA,0.974,E_ATL,3
2012,NA,0.945,E_ATL,3
2012,NA,0.752,E_ATL,3
2012,NA,0.919,E_ATL,3
2012,NA,0.953,E_ATL,3
2012,NA,0.911,E_ATL,3
2012,NA,0.004,E_ATL,3
2012,NA,0.915,E_ATL,3
2012,NA,0.957,E_ATL,3
2012,NA,0.752,E_ATL,3
2012,NA,0.728,E_ATL,3
2012,NA,0.942,E_ATL,3
2012,NA,0.981,E_ATL,3
2012,NA,0.943,E_ATL,3
2012,NA,0.874,E_ATL,3
2012,NA,0.909,E_ATL,3
2012,NA,0.941,E_ATL,3
2012,NA,0.145,E_ATL,3
2011,4,0.913,E_ATL,2
2011,6,0.933,E_ATL,2
2011,NA,0.793,E_ATL,2
2011,5,0.968,E_ATL,2
2011,3,0.93,E_ATL,2
2011,5,0.817,E_ATL,2
2011,NA,0.999859,E_ATL,3
2011,NA,0.951184,E_ATL,3
2011,NA,0.986666,E_ATL,3
2011,NA,0.902376,E_ATL,3
2011,NA,0.995922,E_ATL,3
2011,NA,0.994802,E_ATL,3
2011,3,0.854,E_ATL,3
2011,3,0.931,E_ATL,3
2011,4,0.955,E_ATL,3
2011,3,0.944,E_ATL,3
2011,NA,0.591,E_ATL,3
2011,NA,0.474,E_ATL,3
2011,NA,0.962,E_ATL,3
2011,NA,0.683,E_ATL,3
2011,NA,0.736,E_ATL,3
2011,NA,0.991973,E_ATL,3
2011,NA,0.749,E_ATL,3
2011,NA,0.755,E_ATL,3
2011,NA,0.96,E_ATL,3
2011,NA,0.91158,E_ATL,3
2011,NA,0.788,E_ATL,3
2011,NA,0.656,E_ATL,3
2011,NA,0.541,E_ATL,3
2011,NA,0.904,E_ATL,3
2011,NA,0.875,E_ATL,3
2011,NA,0.611,E_ATL,3
2011,NA,0.667,E_ATL,3
2011,NA,0.836,E_ATL,3
2011,NA,0.669,E_ATL,3
2011,NA,0.768,E_ATL,3
2011,NA,0.875,E_ATL,3
2011,NA,0.846,E_ATL,3
2011,NA,0.778,E_ATL,3
2011,NA,0.939,E_ATL,3
2011,4,0.993529,E_ATL,3
2011,NA,0.997008,E_ATL,3
2011,NA,0.878822,E_ATL,3
2011,NA,0.970212,E_ATL,3
2011,NA,0.978396,E_ATL,3
2011,NA,0.995801,E_ATL,3
2011,NA,0.954187,E_ATL,3
2011,NA,0.991021,E_ATL,3
2011,NA,0.999137,E_ATL,3
2011,NA,0.991126,E_ATL,3
2011,NA,0.965701,E_ATL,3
2011,NA,0.775,E_ATL,3
2011,NA,0.944,E_ATL,3
2011,NA,0.605,E_ATL,3
2011,NA,0.858,E_ATL,3
2011,NA,0.943,E_ATL,3
2011,NA,0.992994,E_ATL,3
2011,NA,0.99966,E_ATL,3
2011,NA,0.998291,E_ATL,3
2012,NA,0.9,E_ATL,3
2012,NA,0.92,E_ATL,3
2012,NA,0.963,E_ATL,3
2012,NA,0.743,E_ATL,3
2012,NA,0.941,E_ATL,3
2012,NA,0.976,E_ATL,3
2012,NA,0.979,E_ATL,3
2012,NA,0.933,E_ATL,3
2012,NA,0.916,E_ATL,3
2012,NA,0.836,E_ATL,3
2012,NA,0.988,E_ATL,4
2012,NA,0.883,E_ATL,3
2012,NA,0.243,E_ATL,3
2012,NA,0.865,E_ATL,3
2012,NA,0.538,E_ATL,3
2012,NA,0.927,E_ATL,4
2012,NA,0.827,E_ATL,4
2012,NA,0.77,E_ATL,4
2012,NA,0.967,E_ATL,4
2012,NA,0.959,E_ATL,3
2012,NA,0.493,E_ATL,4
2012,NA,0.879,E_ATL,4
2012,NA,0.885,E_ATL,2
2011,NA,0.975,W_MED,3
2011,2,0.734,W_MED,3
2011,2,0.88,W_MED,3
2011,3,0.646,W_MED,3
2011,2,0.964,W_MED,3
2011,NA,0.023,W_MED,3
2011,3,0.758,W_MED,3
2011,NA,0.469,W_MED,3
2011,2,0.822,W_MED,3
2011,2,0.579,W_MED,3
2011,NA,0.865,W_MED,3
2011,NA,0.699,W_MED,3
2011,NA,0.885,W_MED,3
2011,NA,0.924,W_MED,3
2011,NA,0.946,W_MED,3
2011,3,0.838,W_MED,3
2011,2,0.999908,W_MED,3
2011,2,0.925,W_MED,3
2011,2,0.951,W_MED,3
2011,2,0.975,W_MED,3
2011,2,0.865,W_MED,3
2011,NA,0.597,W_MED,3
2011,2,0.791,W_MED,3
2011,NA,0.941,W_MED,3
2011,2,0.927,W_MED,3
2011,NA,0.38,W_MED,3
2011,2,0.64,W_MED,3
2011,2,0.848,W_MED,3
2011,1,0.574,W_MED,3
2011,2,0.719,W_MED,3
2011,2,0.865,W_MED,3
2011,2,0.76,W_MED,3
2011,NA,0.895,W_MED,3
2010,NA,0.98,W_MED,2
2010,NA,0.913,W_MED,2
2010,NA,0.97,W_MED,2
2010,NA,0.964,W_MED,2
2010,NA,0.988,W_MED,2
2010,NA,0.989,W_MED,2
2010,NA,0.959,SE_ATL,2
2010,NA,0.892,SE_ATL,2
2010,NA,0.993,SE_ATL,2
2010,NA,0.952,SE_ATL,2
2010,NA,0.982,SE_ATL,2
2010,NA,0.806,SE_ATL,2
2010,NA,0.891,SE_ATL,2
2010,NA,0.767,SE_ATL,2
2010,NA,0.978,SE_ATL,2
2010,NA,0.919,SE_ATL,2
2010,NA,0.889,SE_ATL,2
2010,NA,0.147,SE_ATL,2
2010,NA,0.968,SE_ATL,2
2010,NA,0.042,SE_ATL,2
2010,NA,0.963,SE_ATL,2
2010,NA,0.835,SE_ATL,2
2010,NA,0.433,SE_ATL,2
2010,NA,0.169,SE_ATL,2
2010,NA,0.951,SE_ATL,2
2010,NA,0.887,W_MED,2
2010,NA,0.887,W_MED,2
2010,NA,0.78,W_MED,2
2010,NA,0.992,W_MED,2
2010,NA,0.981,W_MED,2
2010,NA,0.963,W_MED,2
2011,9,0.682,W_MED,2
2011,5,0.89,W_MED,2
2011,6,0.768,W_MED,2
2011,7,0.699,W_MED,2
2011,7,0.957,W_MED,2
2011,5,0.623,W_MED,2
2011,4,0.861,W_MED,2
2011,6,0.865,W_MED,2
2011,5,0.818,W_MED,2
2011,6,0.836,W_MED,2
2011,4,0.898,W_MED,2
2011,4,0.725,W_MED,2
2011,7,0.701,W_MED,2
2011,9,0.954,W_MED,2
2011,8,0.918,W_MED,2
2011,8,0.671,W_MED,2
2011,8,0.799,W_MED,2
2011,7,0.977,W_MED,2
2011,14,0.913,W_MED,2
2011,14,0.894,W_MED,2
2011,NA,0.624,W_MED,2
2011,NA,0.998939,W_MED,2
2011,NA,0.482216,W_MED,2
2011,11,0.921,W_MED,2
2011,15,0.933,W_MED,2
2011,9,0.866,W_MED,2
2011,13,0.896,W_MED,2
2011,10,0.703,W_MED,2
2011,9,0.784,W_MED,2
2011,12,0.959,W_MED,2
2011,12,0.958,W_MED,2
2011,11,0.899,W_MED,2
2011,12,0.906,W_MED,2
2011,11,0.963,W_MED,2
2011,11,0.555,W_MED,2
2011,15,0.885,W_MED,2
2011,10,0.914,W_MED,2
2011,10,0.493,W_MED,2
2011,12,0.209,W_MED,2
2011,10,0.895,W_MED,2
2011,11,0.758,W_MED,2
2011,10,0.935,W_MED,2
2011,NA,0.874,W_MED,2
2011,10,0.889,W_MED,2
2011,9,0.785,W_MED,2
2011,NA,0.968917,W_MED,2
2011,10,0.433,W_MED,2
2011,11,0.943,W_MED,2
2011,9,0.752,W_MED,2
2011,11,0.668,W_MED,2
2011,11,0.349,W_MED,2
2011,10,0.774,W_MED,2
2011,10,0.717,W_MED,2
2011,8,0.785,W_MED,2
2011,10,0.858,W_MED,2
2011,NA,0.829,W_MED,2
2011,9,0.927,W_MED,2
2011,7,0.786,W_MED,2
2011,8,0.917,W_MED,2
2011,7,0.83,W_MED,2
2011,9,0.885,W_MED,2
2011,9,0.888,W_MED,2
2011,12,0.834,W_MED,2
2011,8,0.819,W_MED,2
2011,9,0.843,W_MED,2
2011,NA,0.794,W_MED,2
2011,9,0.879,W_MED,2
2011,7,0.911,W_MED,2
2011,12,0.94,W_MED,2
2011,NA,0.832,W_MED,2
2011,9,0.76,W_MED,2
2011,NA,0.943,W_MED,2
2011,8,0.984,W_MED,2
2011,12,0.751,W_MED,2
2011,NA,0.91,W_MED,2
2011,12,0.676,W_MED,2
2011,8,0.877,W_MED,2
2011,10,0.903,W_MED,2
2011,16,0.788,W_MED,2
2011,8,0.819,W_MED,2
2011,8,0.917,W_MED,2
2011,9,0.946,W_MED,2
2011,10,0.957,W_MED,2
2011,12,0.91,W_MED,2
2011,10,0.945,W_MED,2
2012,NA,0.95566,W_MED,2
2012,NA,0.92613,W_MED,2
2012,NA,0.93659,W_MED,2
2012,NA,0.84255,W_MED,2
2012,NA,0.87881,W_MED,2
2012,NA,0.59228,W_MED,2
2012,NA,0.90847,W_MED,2
2012,NA,0.85238,W_MED,2
2012,NA,0.95881,W_MED,2
2012,NA,0.99963,W_MED,2
2012,NA,0.80036,W_MED,2
2012,NA,0.63945,W_MED,2
2012,NA,0.89753,W_MED,2
2012,NA,0.94859,W_MED,2
2012,NA,0.36936,W_MED,2
2012,NA,0.96138,W_MED,2
2012,NA,0.38726,W_MED,2
2012,NA,0.93365,W_MED,2
2012,NA,0.90129,W_MED,2
2012,NA,0.91833,W_MED,2
2012,NA,0.18521,W_MED,2
2012,NA,0.8627,W_MED,2
2012,NA,0.9579,W_MED,2
2012,NA,0.93115,W_MED,2
2012,NA,0.38978,W_MED,2
2012,NA,0.82873,W_MED,2
2012,NA,0.57293,W_MED,2
2012,NA,0.93661,W_MED,2
2012,NA,0.95545,W_MED,2
2012,NA,0.99884,W_MED,2
2012,NA,0.98245,W_MED,2
2012,NA,0.82208,W_MED,2
2012,NA,0.98087,W_MED,2
2012,NA,0.61892,W_MED,2
2012,NA,0.39919,W_MED,2
2012,NA,0.8835,W_MED,2
2012,NA,0.9301,W_MED,2
2012,NA,0.97162,W_MED,2
2012,NA,0.89014,W_MED,2
2012,NA,0.88046,W_MED,2
2012,NA,0.18943,W_MED,2
2012,NA,0.88279,W_MED,2
2012,NA,0.97368,W_MED,2
2012,NA,0.99257,W_MED,2
2012,NA,0.94602,W_MED,2
2012,NA,0.9257,W_MED,2
2012,NA,0.99733,W_MED,2
2012,NA,0.77931,W_MED,2
2011,3,0.632,W_MED,3
2011,3,0.878,W_MED,3
2011,3,0.887,W_MED,3
2011,4,0.569,W_MED,3
2011,5,0.999987,W_MED,3
2011,7,0.858,SE_ATL,2
2012,NA,0.926,SE_ATL,4
2011,7,0.983,SE_ATL,2
2011,10,0.765,SE_ATL,2
2011,10,0.946,SE_ATL,2
2011,12,0.99,SE_ATL,2
2011,9,0.562,SE_ATL,2
2011,11,0.832,SE_ATL,2
2011,13,0.951,SE_ATL,2
2011,13,0.96,SE_ATL,2
2011,12,0.87,SE_ATL,2
2011,12,0.964,SE_ATL,2
2011,NA,0.852,SE_ATL,2
2011,12,0.961,SE_ATL,2
2011,12,0.783,SE_ATL,2
2011,12,0.841,SE_ATL,2
2011,NA,0.972519,SE_ATL,2
2011,10,0.911,SE_ATL,2
2011,10,0.957,SE_ATL,2
2011,11,0.986,SE_ATL,2
2011,10,0.928,SE_ATL,2
2011,9,0.964,SE_ATL,2
2011,11,0.886,SE_ATL,2
2011,8,0.992,SE_ATL,2
2011,14,0.933,SE_ATL,2
2011,8,0.949,SE_ATL,2
2011,13,0.97,SE_ATL,2
2011,10,0.995,SE_ATL,2
2011,11,0.892,SE_ATL,2
2011,10,0.859,SE_ATL,2
2011,8,0.975,SE_ATL,2
2011,9,0.975,SE_ATL,2
2011,7,0.946,SE_ATL,2
2011,11,0.985,SE_ATL,2
2011,10,0.732,SE_ATL,2
2011,9,0.918,SE_ATL,2
2011,10,0.681,SE_ATL,2
2011,7,0.951,SE_ATL,2
2011,9,0.781,SE_ATL,2
2011,10,0.988,SE_ATL,2
2011,8,0.9,SE_ATL,2
2011,11,0.414,SE_ATL,2
2011,11,0.99367,SE_ATL,2
2011,11,0.64329,SE_ATL,2
2011,11,0.7478,SE_ATL,2
2011,9,0.93,SE_ATL,2
2011,9,0.868,SE_ATL,2
2011,8,0.835,SE_ATL,2
2011,11,0.933,SE_ATL,2
2011,9,0.91,SE_ATL,2
2011,9,0.985,SE_ATL,2
2011,9,0.73,SE_ATL,2
2011,10,0.965,SE_ATL,2
2011,7,0.934,SE_ATL,2
2011,9,0.903,SE_ATL,2
2011,13,0.903,SE_ATL,2
2011,10,0.829,SE_ATL,2
2011,9,0.908,SE_ATL,2
2011,6,0.143,SE_ATL,2
2011,8,0.095,SE_ATL,2
2011,8,0.853,SE_ATL,2
2011,12,0.948,SE_ATL,2
2011,11,0.993,SE_ATL,2
2011,8,0.976,SE_ATL,2
2011,9,0.952,SE_ATL,2
2011,9,0.975,SE_ATL,2
2011,9,0.68,SE_ATL,2
2011,8,0.658,SE_ATL,2
2011,10,0.581,SE_ATL,2
2011,9,0.927,SE_ATL,2
2011,9,0.952,SE_ATL,2
2011,8,0.977,SE_ATL,2
2011,8,0.964,SE_ATL,2
2011,11,0.934,SE_ATL,2
2011,11,0.882,SE_ATL,2
2011,11,0.984,SE_ATL,2
2011,9,0.981,SE_ATL,2
2011,10,0.971,SE_ATL,2
2011,10,0.979,SE_ATL,2
2011,8,0.932,SE_ATL,2
2011,10,0.972,SE_ATL,2
2011,9,0.884,SE_ATL,2
2011,8,0.933,SE_ATL,2
2011,11,0.905,SE_ATL,2
2011,8,0.956,SE_ATL,2
2011,13,0.972,SE_ATL,2
2011,9,0.952,SE_ATL,2
2012,7,0.696,SE_ATL,2
2012,9,0.786,SE_ATL,2
2012,8,0.914,SE_ATL,2
2012,8,0.28,SE_ATL,2
2012,8,0.838,SE_ATL,2
2012,8,0.814,SE_ATL,2
2012,10,0.494,SE_ATL,2
2012,8,0.294,SE_ATL,2
2012,9,0.37,SE_ATL,2
2012,11,0.11,SE_ATL,2
2012,9,0.52,SE_ATL,2
2012,12,0.328,SE_ATL,2
2012,11,0.59,SE_ATL,2
2012,12,0.902,SE_ATL,2
2012,11,0.884,SE_ATL,2
2012,9,0.518,SE_ATL,2
2012,11,0.852,SE_ATL,2
2012,9,0.196,SE_ATL,2
2012,8,0.846,SE_ATL,2
2012,10,0.782,SE_ATL,2
2012,9,0.894,SE_ATL,2
2012,9,0.79,SE_ATL,2
2012,12,0.116,SE_ATL,2
2012,7,0.694,SE_ATL,2
2012,7,0.596,SE_ATL,2
2012,12,0.306,SE_ATL,2
2012,7,0.644,SE_ATL,2
2012,8,0.38,SE_ATL,2
2012,10,0.696,SE_ATL,2
2012,14,0.598,SE_ATL,2
2012,NA,0.764,W_MED,4
2012,NA,0.92,W_MED,4
2013,NA,0.52172,SE_ATL,1
2013,10,0.886,SE_ATL,1
2013,13,0.814,SE_ATL,1
2013,NA,0.17948,SE_ATL,1
2013,NA,0.9552,SE_ATL,1
2013,NA,0.67767,SE_ATL,1
2013,NA,0.878,SE_ATL,1
2013,NA,0.9752,SE_ATL,1
2013,12,0.16,SE_ATL,1
2013,12,0.814,SE_ATL,1
2013,13,0.819,SE_ATL,1
2013,11,0.566,SE_ATL,1
2013,13,0.61,SE_ATL,1
2013,12,0.846,SE_ATL,1
2013,NA,0.59395,SE_ATL,1
2013,12,0.638,SE_ATL,1
2013,13,0.641,SE_ATL,1
2013,10,0.722,SE_ATL,1
2013,12,0.031,SE_ATL,1
2013,NA,0.46114,SE_ATL,1
2013,11,0.68,SE_ATL,1
2013,NA,0.74,SE_ATL,1
2013,NA,0.37423,SE_ATL,1
2013,10,0.359,SE_ATL,1
2013,12,0.917,SE_ATL,1
2013,NA,0.98103,SE_ATL,1
2013,NA,0.78533,SE_ATL,1
2013,12,0.294,SE_ATL,1
2013,13,0.935,SE_ATL,1
2013,NA,0.75752,SE_ATL,1
2013,11,0.959,SE_ATL,1
2013,10,0.002,SE_ATL,1
2013,14,0.203,SE_ATL,1
2013,NA,0.60041,SE_ATL,1
2013,NA,0.885,SE_ATL,1
2013,NA,0.9904,SE_ATL,1
2014,NA,0.837,SE_ATL,1
2014,NA,0.718,SE_ATL,1
2014,NA,0.339,SE_ATL,1
2014,NA,0.953,SE_ATL,1
2014,NA,0.976,SE_ATL,1
2014,NA,0.819,SE_ATL,1
2014,NA,0.656,SE_ATL,1
2014,NA,0.733,SE_ATL,1
2014,NA,0.631,SE_ATL,1
2014,NA,0.642,SE_ATL,1
2014,NA,0.906,SE_ATL,1
2014,NA,0.707,SE_ATL,1
2014,NA,0.08,SE_ATL,1
2014,NA,0.741,SE_ATL,1
2014,NA,0.822,SE_ATL,1
2014,NA,0.707,SE_ATL,1
2014,NA,0.605,SE_ATL,1
2014,NA,0.879,SE_ATL,1
2014,NA,0.899,SE_ATL,1
2014,NA,0.971,SE_ATL,1
2014,NA,0.322,SE_ATL,1
2014,NA,0.944,SE_ATL,1
2014,NA,0.577,SE_ATL,1
2014,NA,0.665,SE_ATL,1
2014,NA,0.504,SE_ATL,1
